objectid,vilnam_soi,stcode11,dtcode11,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,relocated,t_pop2011,STVIL,LOC_STAT_1,NAME
"289404",Rahumchhara,"18","317","02103","272660",ASSAM,Karimganj,Nilambazar,Rahumchhara,"272660",,"1689","18272660",Census Village,Rahumchhara
"290770",Dewali F.V.,"18","317","02103","300618",ASSAM,Karimganj,Nilambazar,Dewali F.V.,"300618",,"616","18300618",Census Village,Dewali F.V.
"291049",Ramnathpur F.V.,"18","318","02108","301240",ASSAM,Hailakandi,Lala,Ramnathpur F.V.,"301240",,"1389","18301240",Census Village,Ramnathpur F.V.
"291090",Piplacherra F.V.,"18","317","02103","300617",ASSAM,Karimganj,Nilambazar,Piplacharra F.V.,"300617",,"1162","18300617",Census Village,Piplacharra F.V.
"291231",Duttapur F.V.,"18","318","02108","301228",ASSAM,Hailakandi,Lala,Duttapur,"301228",,"929","18301228",Census Village,Duttapur
"291694",Balipipla F.V.,"18","317","02103","300616",ASSAM,Karimganj,Nilambazar,Balipipla F.V.,"300616",,"1392","18300616",Census Village,Balipipla F.V.
"291697",Jacobpur F.V.,"18","318","02108","301239",ASSAM,Hailakandi,Lala,Jakabpur F.V.,"301239",,"3230","18301239",Census Village,Jakabpur F.V.
"291877",Panchpiror Makam,"18","318","02108","301194",ASSAM,Hailakandi,Lala,Panch Pirar Mukam,"301194",,"650","18301194",Census Village,Panch Pirar Mukam
"291878",Piplapunjee F.V.,"18","317","02103","300614",ASSAM,Karimganj,Nilambazar,Piplapunjee F.V.,"300614",,"949","18300614",Census Village,Piplapunjee F.V.
"292041",Gutguri Punjee,"18","318","02108","301235",ASSAM,Hailakandi,Lala,Gutguti (Pakuwa) F.V.,"301235",,"1469","18301235",Census Village,Gutguti (Pakuwa) F.V.
"292157",Rangamati F.V.,"18","317","02103","300612",ASSAM,Karimganj,Nilambazar,Rangamati F.V.,"300612",,"1868","18300612",Census Village,Rangamati F.V.
"292675",Damchara Punjee,"18","318","02108","301237",ASSAM,Hailakandi,Lala,Damcherra F.V.,"301237",,"3101","18301237",Census Village,Damcherra F.V.
"292687",Jacobnagar F.V.,"18","317","02103","300611",ASSAM,Karimganj,Nilambazar,Jacobnagar F.V.,"300611",,"855","18300611",Census Village,Jacobnagar F.V.
"292752",Nilkantapur F.V.,"18","317","02103","300607",ASSAM,Karimganj,Nilambazar,Nilkantapur F.V.,"300607",,"949","18300607",Census Village,Nilkantapur F.V.
"292764",Damchara Punjee,"18","318","02108","301237",ASSAM,Hailakandi,Lala,Damcherra F.V.,"301237",,"3101","18301237",Census Village,Damcherra F.V.
"292931",Gharmura F.V. I,"18","318","02108","301238",ASSAM,Hailakandi,Lala,Garmura F.V.,"301238",,"4452","18301238",Census Village,Garmura F.V.
"292983",Tarapur F.V.,"18","317","02103","300610",ASSAM,Karimganj,Nilambazar,Tarapur F.V.,"300610",,"280","18300610",Census Village,Tarapur F.V.
"292996",Gharmura F.V. I,"18","318","02108","301238",ASSAM,Hailakandi,Lala,Garmura F.V.,"301238",,"4452","18301238",Census Village,Garmura F.V.
"293167",Manikbond Punjee F.V.,"18","317","02103","300606",ASSAM,Karimganj,Nilambazar,Manikbond Punjee F.V.,"300606",,"1552","18300606",Census Village,Manikbond Punjee F.V.
"293431",Nandigram F.V.,"18","317","02103","300609",ASSAM,Karimganj,Nilambazar,Nandigram F.V.,"300609",,"1255","18300609",Census Village,Nandigram F.V.
"293620",Baruatilla,"18","317","02104","300903",ASSAM,Karimganj,Patharkandi,Baruatilla,"300903",,"504","18300903",Census Village,Baruatilla
"293683",Cheragibazar,"18","317","02104","300901",ASSAM,Karimganj,Patharkandi,Cheragi Nagar,"300901",,"1237","18300901",Census Village,Cheragi Nagar
"293814",Jamira Iv,"18","318","02108","301226",ASSAM,Hailakandi,Lala,Jamira PtIV,"301226",,"2456","18301226",Census Village,Jamira PtIV
"293825",Manikbond Mali F.V.,"18","317","02103","300602",ASSAM,Karimganj,Nilambazar,Manik Bond Mahi F.V.,"300602",,"1538","18300602",Census Village,Manik Bond Mahi F.V.
"293898",Nurkha F.V.,"18","317","02103","300608",ASSAM,Karimganj,Nilambazar,Nurkha F.V.,"300608",,"701","18300608",Census Village,Nurkha F.V.
"294027",Jamira Iii,"18","318","02108","301225",ASSAM,Hailakandi,Lala,Jamira Pt III,"301225",,"2067","18301225",Census Village,Jamira Pt III
"294127",Kanakpur F.V.,"18","317","02103","300604",ASSAM,Karimganj,Nilambazar,Kanakpur F.V.,"300604",,"746","18300604",Census Village,Kanakpur F.V.
"294406",Jamira Vii,"18","318","02108","301223",ASSAM,Hailakandi,Lala,Jamira Pt VII,"301223",,"336","18301223",Census Village,Jamira Pt VII
"294439",Jamira Ii,"18","318","02108","301224",ASSAM,Hailakandi,Lala,Jamira Pt II,"301224",,"1347","18301224",Census Village,Jamira Pt II
"294512",South Magura F.V.,"18","317","02103","300603",ASSAM,Karimganj,Nilambazar,South Magura F.V.,"300603",,"664","18300603",Census Village,South Magura F.V.
"294885",Jamira Vi,"18","318","02108","301218",ASSAM,Hailakandi,Lala,Jamira Pt VI,"301218",,"285","18301218",Census Village,Jamira Pt VI
"294964",Jamira I,"18","318","02108","301217",ASSAM,Hailakandi,Lala,Jamira Pt I,"301217",,"757","18301217",Census Village,Jamira Pt I
"294981",Sambhunagar F.V.,"18","317","02103","300601",ASSAM,Karimganj,Nilambazar,Shambu Nagar F.V.,"300601",,"854","18300601",Census Village,Shambu Nagar F.V.
"295143",Jamira I,"18","318","02108","301217",ASSAM,Hailakandi,Lala,Jamira Pt I,"301217",,"757","18301217",Census Village,Jamira Pt I
"295248",Paloichara I,"18","318","02108","301215",ASSAM,Hailakandi,Lala,Palaicherra Pt I,"301215",,"1658","18301215",Census Village,Palaicherra Pt I
"295447",Paloichara I,"18","318","02108","301215",ASSAM,Hailakandi,Lala,Palaicherra Pt I,"301215",,"1658","18301215",Census Village,Palaicherra Pt I
"295515",Jamira V,"18","318","02108","301219",ASSAM,Hailakandi,Lala,Jamira Pt V,"301219",,"450","18301219",Census Village,Jamira Pt V
"295571",Rajendrapur,"18","317","02104","300902",ASSAM,Karimganj,Patharkandi,Rajendrapur,"300902",,"108","18300902",Census Village,Rajendrapur
"295602",Hataiyerbond,"18","317","02103","300586",ASSAM,Karimganj,Nilambazar,Hataiyerbond,"300586",,"3465","18300586",Census Village,Hataiyerbond
"295782",Proper Magura F.V.,"18","317","02103","300600",ASSAM,Karimganj,Nilambazar,Proper Magura F.V.,"300600",,"239","18300600",Census Village,Proper Magura F.V.
"295865",Paloichara Ii,"18","318","02108","301214",ASSAM,Hailakandi,Lala,Palaicherra Pt II,"301214",,"1290","18301214",Census Village,Palaicherra Pt II
"295891",Paloichara Ii,"18","318","02108","301214",ASSAM,Hailakandi,Lala,Palaicherra Pt II,"301214",,"1290","18301214",Census Village,Palaicherra Pt II
"295966",Katanala N.C.,"18","318","02108","301220",ASSAM,Hailakandi,Lala,Katanala N.C.,"301220",,"1400","18301220",Census Village,Katanala N.C.
"296065",Radhamadhabpur,"18","317","02103","300584",ASSAM,Karimganj,Nilambazar,Radhamadhabpur Kitte Hussainpur,"300584",,"318","18300584",Census Village,Radhamadhabpur Kitte Hussainpur
"296145",North Magura F.V.,"18","317","02103","300598",ASSAM,Karimganj,Nilambazar,North Maguna F.V.,"300598",,"473","18300598",Census Village,North Maguna F.V.
"296346",Kamalpur,"18","317","02104","300894",ASSAM,Karimganj,Patharkandi,Kamalpur,"300894",,"534","18300894",Census Village,Kamalpur
"296437",Kalamagura,"18","317","02104","300905",ASSAM,Karimganj,Patharkandi,Kalamagura,"300905",,"3072","18300905",Census Village,Kalamagura
"296461",Sultani,"18","318","02108","301205",ASSAM,Hailakandi,Lala,Sultani,"301205",,"1418","18301205",Census Village,Sultani
"296780",Hempur F.V.,"18","317","02104","300882",ASSAM,Karimganj,Patharkandi,Hempur,"300882",,"350","18300882",Census Village,Hempur
"296796",Barbalia,"18","317","02104","300899",ASSAM,Karimganj,Patharkandi,Barbalia,"300899",,"2826","18300899",Census Village,Barbalia
"296942",Cheragiband,"18","317","02104","300881",ASSAM,Karimganj,Patharkandi,Cheragirbond,"300881",,"856","18300881",Census Village,Cheragirbond
"296945",Baldabaldi I,"18","318","02108","301213",ASSAM,Hailakandi,Lala,Boldaboldi Pt I,"301213",,"1304","18301213",Census Village,Boldaboldi Pt I
"296990",Sultani T.E.,"18","318","02108","301206",ASSAM,Hailakandi,Lala,Sultanicherra T.E.,"301206",,"560","18301206",Census Village,Sultanicherra T.E.
"297226",Bazarghat F.V.,"18","317","02103","300596",ASSAM,Karimganj,Nilambazar,Bazarghat F.V.,"300596",,"998","18300596",Census Village,Bazarghat F.V.
"297297",Chutabalia,"18","317","02104","300895",ASSAM,Karimganj,Patharkandi,Chotobalia,"300895",,"1039","18300895",Census Village,Chotobalia
"297321",Kalyanipur N.C.,"18","318","02108","301210",ASSAM,Hailakandi,Lala,Kalyanpur N.C.,"301210",,"496","18301210",Census Village,Kalyanpur N.C.
"297450",Dakshin Cheragi,"18","317","02104","300893",ASSAM,Karimganj,Patharkandi,Dakshin Cheragirpachim,"300893",,"540","18300893",Census Village,Dakshin Cheragirpachim
"297528",Darighat Grant,"18","318","02108","301199",ASSAM,Hailakandi,Lala,Dariaghat Grant,"301199",,"5208","18301199",Census Village,Dariaghat Grant
"297605",Darighat Grant,"18","318","02108","301199",ASSAM,Hailakandi,Lala,Dariaghat Grant,"301199",,"5208","18301199",Census Village,Dariaghat Grant
"297685",Baldabaldi Ii,"18","318","02108","301212",ASSAM,Hailakandi,Lala,Boldaboldi Pt II,"301212",,"1047","18301212",Census Village,Boldaboldi Pt II
"297756",Madhabpur,"18","318","02108","301200",ASSAM,Hailakandi,Lala,Madhabpur,"301200",,"1540","18301200",Census Village,Madhabpur
"297779",Madhabpur,"18","318","02108","301200",ASSAM,Hailakandi,Lala,Madhabpur,"301200",,"1540","18301200",Census Village,Madhabpur
"298254",Krishnapur,"18","318","02108","301209",ASSAM,Hailakandi,Lala,Krishnapur N.C.,"301209",,"233","18301209",Census Village,Krishnapur N.C.
"298278",Karichear,"18","318","02108","301204",ASSAM,Hailakandi,Lala,Karichera,"301204",,"603","18301204",Census Village,Karichera
"298451",Karichear,"18","318","02108","301204",ASSAM,Hailakandi,Lala,Karichera,"301204",,"603","18301204",Census Village,Karichera
"298575",Baldabaldi Iii,"18","318","02108","301211",ASSAM,Hailakandi,Lala,Boldaboldi Pt III,"301211",,"435","18301211",Census Village,Boldaboldi Pt III
"298723",Dharapur N.C.,"18","318","02108","301208",ASSAM,Hailakandi,Lala,Dharapur N.C.,"301208",,"661","18301208",Census Village,Dharapur N.C.
"299052",Alaichara Iii,"18","318","02108","301202",ASSAM,Hailakandi,Lala,Alaicherra Pt III,"301202",,"305","18301202",Census Village,Alaicherra Pt III
"299147",Alaichara Iv,"18","318","02108","301188",ASSAM,Hailakandi,Lala,Alaicherra Pt IV,"301188",,"1769","18301188",Census Village,Alaicherra Pt IV
"299172",Shyampur,"18","318","02108","301203",ASSAM,Hailakandi,Lala,Shyampur,"301203",,"798","18301203",Census Village,Shyampur
"299218",Shyampur,"18","318","02108","301203",ASSAM,Hailakandi,Lala,Shyampur,"301203",,"798","18301203",Census Village,Shyampur
"299630",Kukichara F.V.,"18","318","02108","301230",ASSAM,Hailakandi,Lala,Kukicherra F.V.,"301230",,"352","18301230",Census Village,Kukicherra F.V.
"299727",North & South Salamona F.,"18","317","02103","300595",ASSAM,Karimganj,Nilambazar,N/S Solamona F.V.,"300595",,"1116","18300595",Census Village,N/S Solamona F.V.
"299761",Alaichara V,"18","318","02108","301187",ASSAM,Hailakandi,Lala,Alaicherra Pt V,"301187",,"1271","18301187",Census Village,Alaicherra Pt V
"299897",Bagmara,"18","318","02108","301196",ASSAM,Hailakandi,Lala,Bagmara,"301196",,"412","18301196",Census Village,Bagmara
"300022",Ram Santipur,"18","318","02108","301137",ASSAM,Hailakandi,Lala,Ramsantipur,"301137",,"552","18301137",Census Village,Ramsantipur
"300253",Alaichara Vi,"18","318","02108","301185",ASSAM,Hailakandi,Lala,Alaicherra Pt VI,"301185",,"0","18301185",Census Village,Alaicherra Pt VI
"300348",Alaichara Vii,"18","318","02108","301186",ASSAM,Hailakandi,Lala,Alaicherra Pt VII,"301186",,"2743","18301186",Census Village,Alaicherra Pt VII
"300380",Kukichara Grant,"18","318","02108","301189",ASSAM,Hailakandi,Lala,Kukicherra Grant,"301189",,"2856","18301189",Census Village,Kukicherra Grant
"300421",Kalachera,"18","317","02104","300644",ASSAM,Karimganj,Patharkandi,Kalacherra,"300644",,"406","18300644",Census Village,Kalacherra
"300437",Barunchara Ii,"18","318","02108","301173",ASSAM,Hailakandi,Lala,Baruncherra Pt II,"301173",,"929","18301173",Census Village,Baruncherra Pt II
"300515",Ram Santipur,"18","317","02104","301137",ASSAM,Karimganj,Patharkandi,Ramsantipur,"301137",,"552","18301137",Census Village,Ramsantipur
"300811",Alaichara I,"18","318","02108","301177",ASSAM,Hailakandi,Lala,Alaicherra Pt I,"301177",,"2581","18301177",Census Village,Alaicherra Pt I
"300901",Chagalmarbond,"18","317","02103","300575",ASSAM,Karimganj,Nilambazar,Chagolmar Bond,"300575",,"885","18300575",Census Village,Chagolmar Bond
"300967",Alaichara Ii,"18","318","02108","301178",ASSAM,Hailakandi,Lala,Alaicherra Pt II,"301178",,"392","18301178",Census Village,Alaicherra Pt II
"300991",Amtilla,"18","317","02104","300854",ASSAM,Karimganj,Patharkandi,Amtilla,"300854",,"732","18300854",Census Village,Amtilla
"301063",Harish Nagar Iii,"18","318","02108","301140",ASSAM,Hailakandi,Lala,Harishnagar Pt III,"301140",,"1061","18301140",Census Village,Harishnagar Pt III
"301158",Harish Nagar Iii,"18","318","02108","301140",ASSAM,Hailakandi,Lala,Harishnagar Pt III,"301140",,"1061","18301140",Census Village,Harishnagar Pt III
"301259",Dholai Molai Viii,"18","318","02108","301174",ASSAM,Hailakandi,Lala,Dholai Molai Pt VIII,"301174",,"147","18301174",Census Village,Dholai Molai Pt VIII
"301302",Raypur,"18","317","02104","300870",ASSAM,Karimganj,Patharkandi,Roypur,"300870",,"376","18300870",Census Village,Roypur
"301400",Magurachera T.E.,"18","317","02104","300865",ASSAM,Karimganj,Patharkandi,Maguragrant,"300865",,"1912","18300865",Census Village,Maguragrant
"301473",Dholai Molai Viii,"18","318","02108","301174",ASSAM,Hailakandi,Lala,Dholai Molai Pt VIII,"301174",,"147","18301174",Census Village,Dholai Molai Pt VIII
"301722",Dholai Molai Xii,"18","318","02108","301172",ASSAM,Hailakandi,Lala,Dholai Molai Pt XII,"301172",,"72","18301172",Census Village,Dholai Molai Pt XII
"301727",Dholai Molai Vii (Dholai,"18","318","02108","301176",ASSAM,Hailakandi,Lala,Dholai Molai Pt VII T.E.,"301176",,"4105","18301176",Census Village,Dholai Molai Pt VII T.E.
"301787",Barunchara I,"18","318","02108","301190",ASSAM,Hailakandi,Lala,Baruncherra Pt I,"301190",,"909","18301190",Census Village,Baruncherra Pt I
"301866",Wangiband,"18","317","02104","300858",ASSAM,Karimganj,Patharkandi,Wangirbond,"300858",,"1294","18300858",Census Village,Wangirbond
"301871",Pratap Nagar,"18","318","02108","301180",ASSAM,Hailakandi,Lala,Pratap Nagar,"301180",,"151","18301180",Census Village,Pratap Nagar
"302102",Lalpani Punjee I,"18","318","02108","301181",ASSAM,Hailakandi,Lala,Lalpani N.C.,"301181",,"106","18301181",Census Village,Lalpani N.C.
"302110",Purbabazari,"18","317","02103","300568",ASSAM,Karimganj,Nilambazar,Purbo Bazari,"300568",,"2368","18300568",Census Village,Purbo Bazari
"302137",Sarjul,"18","317","02103","300539",ASSAM,Karimganj,Nilambazar,Sarjul Punjee,"300539",,"2273","18300539",Census Village,Sarjul Punjee
"302169",Daulatpur,"18","317","02104","300852",ASSAM,Karimganj,Patharkandi,Daulatpur,"300852",,"288","18300852",Census Village,Daulatpur
"302215",Dholai Molai X,"18","318","02108","301171",ASSAM,Hailakandi,Lala,Dholai Molai Pt X,"301171",,"658","18301171",Census Village,Dholai Molai Pt X
"302250",Dholai Molai Iii,"18","318","02108","301175",ASSAM,Hailakandi,Lala,Dholai Molai Pt III,"301175",,"2904","18301175",Census Village,Dholai Molai Pt III
"302252",Barbali,"18","317","02104","300848",ASSAM,Karimganj,Patharkandi,Barbali,"300848",,"377","18300848",Census Village,Barbali
"302352",Barunchara F.V.,"18","318","02108","301229",ASSAM,Hailakandi,Lala,Baruncherra F.V.,"301229",,"4397","18301229",Census Village,Baruncherra F.V.
"302364",Harish Nagar Ii,"18","318","02108","301142",ASSAM,Hailakandi,Lala,Harishnagar Pt II,"301142",,"1215","18301142",Census Village,Harishnagar Pt II
"302394",Mahabirganj,"18","317","02104","300853",ASSAM,Karimganj,Patharkandi,Mahabirganj,"300853",,"201","18300853",Census Village,Mahabirganj
"302422",Fanairband,"18","317","02104","300849",ASSAM,Karimganj,Patharkandi,Fanairbond,"300849",,"1819","18300849",Census Village,Fanairbond
"302424",Purbafanai,"18","317","02104","300855",ASSAM,Karimganj,Patharkandi,Purba Fanai,"300855",,"401","18300855",Census Village,Purba Fanai
"302456",Lowairpoa,"18","317","02103","300566",ASSAM,Karimganj,Nilambazar,Lowairpoa,"300566",,"1305","18300566",Census Village,Lowairpoa
"302480",Talichara N.C.,"18","318","02108","301135",ASSAM,Hailakandi,Lala,Telecherra N.C.,"301135",,"942","18301135",Census Village,Telecherra N.C.
"302564",Sibargool,"18","317","02103","300570",ASSAM,Karimganj,Nilambazar,Sibergool,"300570",,"2586","18300570",Census Village,Sibergool
"302669",Bipinchera,"18","318","02108","301141",ASSAM,Hailakandi,Lala,Bipincherra,"301141",,"597","18301141",Census Village,Bipincherra
"302733",Dholai Molai Iv,"18","318","02108","301169",ASSAM,Hailakandi,Lala,Dholai Molai Pt IV,"301169",,"1445","18301169",Census Village,Dholai Molai Pt IV
"302889",Harish Nagar I,"18","318","02108","301143",ASSAM,Hailakandi,Lala,Harishnagar Pt I,"301143",,"1517","18301143",Census Village,Harishnagar Pt I
"302935",Chamtilla,"18","317","02104","300801",ASSAM,Karimganj,Patharkandi,Chamtilla,"300801",,"1458","18300801",Census Village,Chamtilla
"302966",Pagla Chera Punji,"18","317","02104","300829",ASSAM,Karimganj,Patharkandi,Paglacherra Punjee,"300829",,"380","18300829",Census Village,Paglacherra Punjee
"303167",Dholai Molai V,"18","318","02108","301167",ASSAM,Hailakandi,Lala,Dholai Molai Pt V,"301167",,"3499","18301167",Census Village,Dholai Molai Pt V
"303187",Mekenjipur,"18","318","02108","301163",ASSAM,Hailakandi,Lala,Makengipur,"301163",,"288","18301163",Census Village,Makengipur
"303261",Dholai Molai V,"18","318","02108","301167",ASSAM,Hailakandi,Lala,Dholai Molai Pt V,"301167",,"3499","18301167",Census Village,Dholai Molai Pt V
"303363",Dholai Molai Xi,"18","318","02108","301170",ASSAM,Hailakandi,Lala,Dholai Molai Pt XI,"301170",,"1535","18301170",Census Village,Dholai Molai Pt XI
"303422",Dholai Molai Ii,"18","318","02108","301168",ASSAM,Hailakandi,Lala,Dholai Molai Pt II,"301168",,"1193","18301168",Census Village,Dholai Molai Pt II
"303446",Dholai Molai Ix,"18","318","02108","301162",ASSAM,Hailakandi,Lala,Dholai Molai Pt IX,"301162",,"2993","18301162",Census Village,Dholai Molai Pt IX
"303449",Dholai Molai Ix,"18","318","02108","301162",ASSAM,Hailakandi,Lala,Dholai Molai Pt IX,"301162",,"2993","18301162",Census Village,Dholai Molai Pt IX
"303489",Hatairbond,"18","317","02103","300561",ASSAM,Karimganj,Nilambazar,Hatairbond,"300561",,"1599","18300561",Census Village,Hatairbond
"303706",Duphan Pur,"18","317","02104","300834",ASSAM,Karimganj,Patharkandi,Dhupanpur (T.S.),"300834",,"124","18300834",Census Village,Dhupanpur (T.S.)
"303758",Katlichera Grant,"18","318","02108","301144",ASSAM,Hailakandi,Lala,Katlicherra Grant,"301144",,"4166","18301144",Census Village,Katlicherra Grant
"303797",Barbari,"18","317","02103","300847",ASSAM,Karimganj,Nilambazar,Barbari,"300847",,"616","18300847",Census Village,Barbari
"303827",Katlichera Grant,"18","318","02108","301144",ASSAM,Hailakandi,Lala,Katlicherra Grant,"301144",,"4166","18301144",Census Village,Katlicherra Grant
"303840",Marugaon,"18","317","02103","300537",ASSAM,Karimganj,Nilambazar,Marugaon,"300537",,"2868","18300537",Census Village,Marugaon
"303885",Fetipath,"18","317","02104","300846",ASSAM,Karimganj,Patharkandi,Fetipath,"300846",,"1437","18300846",Census Village,Fetipath
"303904",Hatikhira T.E.,"18","317","02103","300564",ASSAM,Karimganj,Nilambazar,Hatikhira T.E.,"300564",,"3437","18300564",Census Village,Hatikhira T.E.
"304080",Dholai Molai I,"18","318","02108","301166",ASSAM,Hailakandi,Lala,Dholai Molai Pt I,"301166",,"1739","18301166",Census Village,Dholai Molai Pt I
"304085",Tulertal F.V.,"18","316","02098","299674",ASSAM,Cachar,Udarbond,Tulartal F.V.,"299674",,"914","18299674",Census Village,Tulartal F.V.
"304122",Rongpur Iv,"18","318","02108","301165",ASSAM,Hailakandi,Lala,Rongpur Pt IV,"301165",,"2402","18301165",Census Village,Rongpur Pt IV
"304141",Achairghat,"18","317","02103","300552",ASSAM,Karimganj,Nilambazar,Achairghat,"300552",,"1273","18300552",Census Village,Achairghat
"304166",Digor Appin,"18","318","02108","301149",ASSAM,Hailakandi,Lala,Digar Apin,"301149",,"198","18301149",Census Village,Digar Apin
"304184",Pecharghat,"18","317","02103","300559",ASSAM,Karimganj,Nilambazar,Pecharghat,"300559",,"325","18300559",Census Village,Pecharghat
"304206",Dholai Molai Vi,"18","318","02108","301164",ASSAM,Hailakandi,Lala,Dholai Molai Pt VI,"301164",,"2476","18301164",Census Village,Dholai Molai Pt VI
"304266",Dholai Molai Vi,"18","318","02108","301164",ASSAM,Hailakandi,Lala,Dholai Molai Pt VI,"301164",,"2476","18301164",Census Village,Dholai Molai Pt VI
"304271",Rangabak I,"18","318","02108","301147",ASSAM,Hailakandi,Lala,Rangabak Pt I,"301147",,"3215","18301147",Census Village,Rangabak Pt I
"304297",Rangabak Ii,"18","318","02108","301148",ASSAM,Hailakandi,Lala,Rangabak Pt II,"301148",,"1702","18301148",Census Village,Rangabak Pt II
"304305",Arainyapur,"18","318","02108","301145",ASSAM,Hailakandi,Lala,Araynapur,"301145",,"2077","18301145",Census Village,Araynapur
"304402",Rangabak I,"18","318","02108","301147",ASSAM,Hailakandi,Lala,Rangabak Pt I,"301147",,"3215","18301147",Census Village,Rangabak Pt I
"304460",Panchirra F.V.,"18","316","02098","299677",ASSAM,Cachar,Udarbond,Pancherrah F.V.,"299677",,"219","18299677",Census Village,Pancherrah F.V.
"304553",Rupachara T.E.,"18","318","02108","301160",ASSAM,Hailakandi,Lala,Rupacherra Tea Garden,"301160",,"3598","18301160",Census Village,Rupacherra Tea Garden
"304591",Rupachara T.E.,"18","318","02108","301160",ASSAM,Hailakandi,Lala,Rupacherra Tea Garden,"301160",,"3598","18301160",Census Village,Rupacherra Tea Garden
"304708",Rongpur Viii,"18","318","02108","301157",ASSAM,Hailakandi,Lala,Rongpur Pt VIII,"301157",,"632","18301157",Census Village,Rongpur Pt VIII
"304726",Phainuam,"18","316","02098","271156",ASSAM,Cachar,Udarbond,Phainuam,"271156",,"1727","18271156",Census Village,Phainuam
"304738",Baskaltilla,"18","317","02104","300839",ASSAM,Karimganj,Patharkandi,Baskaltilla,"300839",,"1435","18300839",Census Village,Baskaltilla
"304767",Alexandarpur Grant,"18","318","02108","301146",ASSAM,Hailakandi,Lala,Alexanderpur Grant,"301146",,"4003","18301146",Census Village,Alexanderpur Grant
"304904",Kalachera T.E.,"18","317","02104","300800",ASSAM,Karimganj,Patharkandi,Kalachera Grant,"300800",,"4251","18300800",Census Village,Kalachera Grant
"305074",Damchara Tripura Punji,"18","317","02104","300817",ASSAM,Karimganj,Patharkandi,Damcherra Tripura Punjee,"300817",,"838","18300817",Census Village,Damcherra Tripura Punjee
"305092",Rupagram,"18","317","02104","300805",ASSAM,Karimganj,Patharkandi,Rupagram Pt II,"300805",,"367","18300805",Census Village,Rupagram Pt II
"305130",Kunagram,"18","317","02104","300806",ASSAM,Karimganj,Patharkandi,Kunagram,"300806",,"973","18300806",Census Village,Kunagram
"305134",Rongpur Iii,"18","318","02108","301150",ASSAM,Hailakandi,Lala,Rongpur Pt III,"301150",,"4156","18301150",Census Village,Rongpur Pt III
"305166",Sahabad I,"18","318","02108","301159",ASSAM,Hailakandi,Lala,Sahabad Pt I,"301159",,"1997","18301159",Census Village,Sahabad Pt I
"305192",Sahabad I,"18","318","02108","301159",ASSAM,Hailakandi,Lala,Sahabad Pt I,"301159",,"1997","18301159",Census Village,Sahabad Pt I
"305332",Dinanathpur Ii,"18","318","02108","301131",ASSAM,Hailakandi,Lala,Dinanathpur Pt II,"301131",,"762","18301131",Census Village,Dinanathpur Pt II
"305394",Paschim Krishnanagar,"18","317","02104","300803",ASSAM,Karimganj,Patharkandi,Paschim Krishna Nagar,"300803",,"1040","18300803",Census Village,Paschim Krishna Nagar
"305409",Appin Or Latakandi Grant,"18","318","02108","301151",ASSAM,Hailakandi,Lala,Apin Grant (Lata Kandi Grant),"301151",,"3650","18301151",Census Village,Apin Grant (Lata Kandi Grant)
"305413",Paschim Single,"18","317","02104","300841",ASSAM,Karimganj,Patharkandi,Pachim Singla,"300841",,"1491","18300841",Census Village,Pachim Singla
"305414",Rongpur Vii,"18","318","02108","301156",ASSAM,Hailakandi,Lala,Rongpur Pt VII,"301156",,"547","18301156",Census Village,Rongpur Pt VII
"305467",Dinanathpur I,"18","318","02108","301132",ASSAM,Hailakandi,Lala,Dinanathpur Pt I,"301132",,"4081","18301132",Census Village,Dinanathpur Pt I
"305481",Chatoputni,"18","317","02103","300530",ASSAM,Karimganj,Nilambazar,Chuto Putni,"300530",,"205","18300530",Census Village,Chuto Putni
"305499",Rongpur Ii,"18","318","02108","301155",ASSAM,Hailakandi,Lala,Rongpur Pt II,"301155",,"3913","18301155",Census Village,Rongpur Pt II
"305563",Rongpur Ii,"18","318","02108","301155",ASSAM,Hailakandi,Lala,Rongpur Pt II,"301155",,"3913","18301155",Census Village,Rongpur Pt II
"305584",Gopalpul,"18","317","02103","300545",ASSAM,Karimganj,Nilambazar,Gopalpur,"300545",,"1512","18300545",Census Village,Gopalpur
"305651",Appin Or Latakandi I,"18","318","02108","301152",ASSAM,Hailakandi,Lala,Apin Pt I,"301152",,"1910","18301152",Census Village,Apin Pt I
"305688",Sahabad Ii,"18","318","02108","301158",ASSAM,Hailakandi,Lala,Sahabad Pt II,"301158",,"1870","18301158",Census Village,Sahabad Pt II
"305749",Baithakhal Basti,"18","317","02103","300546",ASSAM,Karimganj,Nilambazar,Baithakhal Basti,"300546",,"1821","18300546",Census Village,Baithakhal Basti
"305764",Sahabad Ii,"18","318","02108","301158",ASSAM,Hailakandi,Lala,Sahabad Pt II,"301158",,"1870","18301158",Census Village,Sahabad Pt II
"305791",Damchera T.E.,"18","317","02104","300799",ASSAM,Karimganj,Patharkandi,Daluachera Grant,"300799",,"1376","18300799",Census Village,Daluachera Grant
"305833",Anipur T.E.,"18","317","02104","300798",ASSAM,Karimganj,Patharkandi,Anipur Grant,"300798",,"3231","18300798",Census Village,Anipur Grant
"305906",Tarbin Chera T.E.,"18","317","02103","300777",ASSAM,Karimganj,Nilambazar,Tarbin Cherra Grant,"300777",,"1091","18300777",Census Village,Tarbin Cherra Grant
