objectid,vilnam_soi,stcode11,dtcode11,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,relocated,t_pop2011,STVIL,LOC_STAT_1,NAME
"435416",Hemdol,"18","321","02116","302453",ASSAM,Kamrup,Rangia (Pt),Hemdol,"302453",,"377","18302453",Census Village,Hemdol
"435417",Singarpara,"18","321","02117","302538",ASSAM,Kamrup,Koya,Singrapara (Singar Para),"302538",,"982","18302538",Census Village,Singrapara (Singar Para)
"435421",Jajikona,"18","321","02115","302417",ASSAM,Kamrup,Bijni (Pt),Jajikona,"302417",,"1903","18302417",Census Village,Jajikona
"435428",Sarthe Rongpi,"18","314","02089","296046",ASSAM,Karbi Anglong,Diphu,Sarthe Rongpi,"296046",,"160","18296046",Census Village,Sarthe Rongpi
"435430",Khuti Katia,"18","305","02035","284707",ASSAM,Nagaon,Nagaon,Khuti Katia,"284707",,"1789","18284707",Census Village,Khuti Katia
"435431",Malibari,"18","325","02147","304953",ASSAM,Darrang,Sipajhar,Malibaritari,"304953",,"98","18304953",Census Village,Malibaritari
"435432",Sapkata No.2,"18","300","02001","279626",ASSAM,Kokrajhar,Gossaigaon (Pt),SapkataNo.2,"279626",,"997","18279626",Census Village,SapkataNo.2
"435455",Maktaiguri No.2,"18","300","02001","279630",ASSAM,Kokrajhar,Gossaigaon (Pt),Moktaigaon-II,"279630",,"979","18279630",Census Village,Moktaigaon-II
"435458",Dhansiri T.E.,"18","314","02090","298204",ASSAM,Karbi Anglong,Phuloni,Dhansiri T.E.,"298204",,"82","18298204",Census Village,Dhansiri T.E.
"435478",Mukuldang No.2,"18","300","02001","279656",ASSAM,Kokrajhar,Gossaigaon (Pt),Mukuldanga No.2,"279656",,"136","18279656",Census Village,Mukuldanga No.2
"435483",Bhaluk Mari,"18","300","02003","280050",ASSAM,Kokrajhar,Dotoma,Bhalukmari,"280050",,"776","18280050",Census Village,Bhalukmari
"435486",Marai,"18","325","02147","304877",ASSAM,Darrang,Sipajhar,Maroi,"304877",,"5353","18304877",Census Village,Maroi
"435487",Kharua,"18","313","02086","294921",ASSAM,Golaghat,Morangi,Khoura,"294921",,"1335","18294921",Census Village,Khoura
"435488",Kundar Gaon,"18","323","02137","304085",ASSAM,Nalbari,Banekuchi,Kundar Gaon,"304085",,"1295","18304085",Census Village,Kundar Gaon
"435492",Barmura,"18","321","02115","302371",ASSAM,Kamrup,Bijni (Pt),Barmurah,"302371",,"1103","18302371",Census Village,Barmurah
"435507",Mukuldang,"18","300","02001","279691",ASSAM,Kokrajhar,Gossaigaon (Pt),Mukuldang,"279691",,"60","18279691",Census Village,Mukuldang
"435517",Khudra Makhibaha,"18","323","02131","303645",ASSAM,Nalbari,Chandrapur,Khudra Makhibaha,"303645",,"5052","18303645",Census Village,Khudra Makhibaha
"435521",Barpanara,"18","321","02117","302522",ASSAM,Kamrup,Koya,Barpanara,"302522",,"1597","18302522",Census Village,Barpanara
"435526",Niz Rangamati,"18","325","02148","305015",ASSAM,Darrang,Mangaldoi (Pt),Niz Rangamari,"305015",,"2636","18305015",Census Village,Niz Rangamari
"435530",Jengabori,"18","304","02027","283774",ASSAM,Morigaon,Bhuragaon,Jengarbori,"283774",,"557","18283774",Census Village,Jengarbori
"435531",Barmura,"18","321","02115","302371",ASSAM,Kamrup,Bijni (Pt),Barmurah,"302371",,"1103","18302371",Census Village,Barmurah
"435533",Matiapara No.1,"18","300","02001","279600",ASSAM,Kokrajhar,Gossaigaon (Pt),Matiapara No.1,"279600",,"3913","18279600",Census Village,Matiapara No.1
"435534",Singarpara,"18","321","02117","302538",ASSAM,Kamrup,Koya,Singrapara (Singar Para),"302538",,"982","18302538",Census Village,Singrapara (Singar Para)
"435545",Chereng Chapari N.C. No.1,"18","325","02148","305066",ASSAM,Darrang,Mangaldoi (Pt),Chereng Chapori,"305066",,"1206","18305066",Census Village,Chereng Chapori
"435548",Balikuchi,"18","323","02135","303776",ASSAM,Nalbari,Barbhag,Balikuchi,"303776",,"579","18303776",Census Village,Balikuchi
"435556",Dighali Pathar Matikhola,"18","313","02086","294892",ASSAM,Golaghat,Morangi,Deghali Pathar Matikhola,"294892",,"1932","18294892",Census Village,Deghali Pathar Matikhola
"435559",Fulguri,"18","320","02113","301810",ASSAM,Chirang,Bengtol,Fulguri,"301810",,"867","18301810",Census Village,Fulguri
"435566",Barlesa Kona,"18","321","02115","302421",ASSAM,Kamrup,Bijni (Pt),Barlessakona,"302421",,"2154","18302421",Census Village,Barlessakona
"435567",Bautia,"18","300","02003","280058",ASSAM,Kokrajhar,Dotoma,Bauli,"280058",,"137","18280058",Census Village,Bauli
"435569",Garugaon No.1,"18","319","02114","301688",ASSAM,Bongaigaon,Sidli (Pt),Garugaon No.1,"301688",,"944","18301688",Census Village,Garugaon No.1
"435582",Hatigarh No.2,"18","300","02001","279618",ASSAM,Kokrajhar,Gossaigaon (Pt),Hatigarh No.2,"279618",,"904","18279618",Census Village,Hatigarh No.2
"435591",Nawapara No.2,"18","319","02114","301740",ASSAM,Bongaigaon,Sidli (Pt),Nowapara No.2,"301740",,"1396","18301740",Census Village,Nowapara No.2
"435592",Simalia,"18","323","02132","303851",ASSAM,Nalbari,Tihu (Pt),Simalia,"303851",,"1035","18303851",Census Village,Simalia
"435595",Karaguri Pathar,"18","303","02025","283384",ASSAM,Barpeta,Sarupeta (Pt),Karagari Pathar,"283384",,"1027","18283384",Census Village,Karagari Pathar
"435601",Taran Guri,"18","300","02004","280226",ASSAM,Kokrajhar,Kokrajhar (Pt),Taranguri,"280226",,"332","18280226",Census Village,Taranguri
"435602",Bihdia,"18","321","02117","302530",ASSAM,Kamrup,Koya,Bihdia,"302530",,"3530","18302530",Census Village,Bihdia
"435603",Bangalikuchi,"18","321","02115","302377",ASSAM,Kamrup,Bijni (Pt),Bengali Kuchi (Bangali Kuchi),"302377",,"894","18302377",Census Village,Bengali Kuchi (Bangali Kuchi)
"435604",Maiso Engti Gaon,"18","314","02089","297164",ASSAM,Karbi Anglong,Diphu,Maiso Engti,"297164",,"297","18297164",Census Village,Maiso Engti
"435621",Habrubari,"18","300","02003","280055",ASSAM,Kokrajhar,Dotoma,Habrubari,"280055",,"573","18280055",Census Village,Habrubari
"435625",Hathirtari,"18","303","02023","283221",ASSAM,Barpeta,Sarthebari,Hatir Tari,"283221",,"1862","18283221",Census Village,Hatir Tari
"435634",Bihdia,"18","321","02117","302530",ASSAM,Kamrup,Koya,Bihdia,"302530",,"3530","18302530",Census Village,Bihdia
"435637",Chaponia,"18","321","02115","302401",ASSAM,Kamrup,Bijni (Pt),Chapania,"302401",,"550","18302401",Census Village,Chapania
"435640",Mugkuchi,"18","323","02135","303958",ASSAM,Nalbari,Barbhag,Mugkuchi,"303958",,"2423","18303958",Census Village,Mugkuchi
"435641",Kothora,"18","323","02134","304004",ASSAM,Nalbari,Barkhetri,Kathora,"304004",,"972","18304004",Census Village,Kathora
"435644",Dodetia,"18","323","02137","302428",ASSAM,Nalbari,Banekuchi,Dodatia,"302428",,"548","18302428",Census Village,Dodatia
"435648",Garugaon No.2,"18","319","02114","301691",ASSAM,Bongaigaon,Sidli (Pt),Garugaon No.2,"301691",,"4034","18301691",Census Village,Garugaon No.2
"435650",Dhansiripar,"18","313","02086","294901",ASSAM,Golaghat,Morangi,Dhansiripar,"294901",,"409","18294901",Census Village,Dhansiripar
"435653",Madhukuchi,"18","321","02115","302413",ASSAM,Kamrup,Bijni (Pt),Madhukuchi,"302413",,"2697","18302413",Census Village,Madhukuchi
"435655",Kendura,"18","321","02117","302541",ASSAM,Kamrup,Koya,Kendua,"302541",,"617","18302541",Census Village,Kendua
"435659",Niz Saladuh,"18","303","02023","283251",ASSAM,Barpeta,Sarthebari,Niz Saldah,"283251",,"1610","18283251",Census Village,Niz Saldah
"435662",Bajaliudaypur,"18","323","02134","303836",ASSAM,Nalbari,Barkhetri,Bajali Udaypur,"303836",,"726","18303836",Census Village,Bajali Udaypur
"435670",Narenguri,"18","300","02001","279657",ASSAM,Kokrajhar,Gossaigaon (Pt),Narongguri,"279657",,"321","18279657",Census Village,Narongguri
"435671",Chalchali Jalah,"18","305","02032","284393",ASSAM,Nagaon,Samaguri,Chalchali Jalah,"284393",,"1328","18284393",Census Village,Chalchali Jalah
"435679",Garapar,"18","304","02027","283727",ASSAM,Morigaon,Bhuragaon,Gorapar,"283727",,"1854","18283727",Census Village,Gorapar
"435682",Kasukuri Gaon,"18","303","02024","283267",ASSAM,Barpeta,Bajali (Pt),Kashkuri Gaon,"283267",,"654","18283267",Census Village,Kashkuri Gaon
"435689",Karchung Satra,"18","305","02035","284663",ASSAM,Nagaon,Nagaon,Karchung Satra,"284663",,"1442","18284663",Census Village,Karchung Satra
"435697",Saktipara,"18","323","02131","303644",ASSAM,Nalbari,Chandrapur,Saktipara,"303644",,"757","18303644",Census Village,Saktipara
"435724",Surjya Khata,"18","300","02003","280040",ASSAM,Kokrajhar,Dotoma,Surjyakhata,"280040",,"485","18280040",Census Village,Surjyakhata
"435727",Bhakuamari Gaon,"18","304","02027","283702",ASSAM,Morigaon,Bhuragaon,Bhukuamari Gaon,"283702",,"458","18283702",Census Village,Bhukuamari Gaon
"435728",Jayantipur,"18","321","02117","302542",ASSAM,Kamrup,Koya,Jayantipur,"302542",,"464","18302542",Census Village,Jayantipur
"435739",Matiarara No.2,"18","300","02001","279601",ASSAM,Kokrajhar,Gossaigaon (Pt),Matiapara No.2,"279601",,"1289","18279601",Census Village,Matiapara No.2
"435743",Nagarjhar,"18","319","02114","301739",ASSAM,Bongaigaon,Sidli (Pt),Nagarjhar,"301739",,"1406","18301739",Census Village,Nagarjhar
"435746",Simbar Gaon,"18","300","02004","280180",ASSAM,Kokrajhar,Kokrajhar (Pt),Simbargaon,"280180",,"640","18280180",Census Village,Simbargaon
"435749",Jajikona,"18","321","02115","302417",ASSAM,Kamrup,Bijni (Pt),Jajikona,"302417",,"1903","18302417",Census Village,Jajikona
"435755",Guabari,"18","300","02003","280054",ASSAM,Kokrajhar,Dotoma,Guabari,"280054",,"756","18280054",Census Village,Guabari
"435759",Balilecha,"18","323","02135","303941",ASSAM,Nalbari,Barbhag,Balilesha,"303941",,"1773","18303941",Census Village,Balilesha
"435770",Dariapara,"18","325","02148","305014",ASSAM,Darrang,Mangaldoi (Pt),Daria Para,"305014",,"1153","18305014",Census Village,Daria Para
"435773",Jakuapara,"18","303","02018","282682",ASSAM,Barpeta,Barnagar (Pt),Jakua Para,"282682",,"450","18282682",Census Village,Jakua Para
"435780",Monitari,"18","325","02148","305044",ASSAM,Darrang,Mangaldoi (Pt),Monitari,"305044",,"586","18305044",Census Village,Monitari
"435785",Kayajani,"18","323","02137","304070",ASSAM,Nalbari,Banekuchi,Kayajeni (Kanyaguri),"304070",,"428","18304070",Census Village,Kayajeni (Kanyaguri)
"435790",Barthekerabari,"18","325","02148","305011",ASSAM,Darrang,Mangaldoi (Pt),Barthekera Bari,"305011",,"2149","18305011",Census Village,Barthekera Bari
"435792",Kekenikuchi,"18","321","02115","302398",ASSAM,Kamrup,Bijni (Pt),Kekeni Kuchi,"302398",,"1531","18302398",Census Village,Kekeni Kuchi
"435793",Kalmani,"18","321","02115","302414",ASSAM,Kamrup,Bijni (Pt),Kalmani,"302414",,"1889","18302414",Census Village,Kalmani
"435794",Kandanpara No.1,"18","300","02001","279620",ASSAM,Kokrajhar,Gossaigaon (Pt),Kandanapara No.1,"279620",,"1048","18279620",Census Village,Kandanapara No.1
"435798",Gopal Gaon,"18","300","02003","280077",ASSAM,Kokrajhar,Dotoma,Gopalgaon,"280077",,"273","18280077",Census Village,Gopalgaon
"435800",Dakshinhati,"18","303","02025","283371",ASSAM,Barpeta,Sarupeta (Pt),Dakshin Hati,"283371",,"2206","18283371",Census Village,Dakshin Hati
"435811",Majdia,"18","323","02135","303947",ASSAM,Nalbari,Barbhag,Majdia,"303947",,"2049","18303947",Census Village,Majdia
"435812",Nayakpara,"18","325","02147","304941",ASSAM,Darrang,Sipajhar,Nayak Para,"304941",,"1228","18304941",Census Village,Nayak Para
"435820",Sutir Par,"18","304","02027","283646",ASSAM,Morigaon,Bhuragaon,Sootir Paar,"283646",,"734","18283646",Census Village,Sootir Paar
"435823",Chakarmukh,"18","325","02146","304796",ASSAM,Darrang,Pathorighat (Pt),Chakarmukh,"304796",,"913","18304796",Census Village,Chakarmukh
"435829",Namdonga,"18","323","02135","303940",ASSAM,Nalbari,Barbhag,Namdonga,"303940",,"734","18303940",Census Village,Namdonga
"435832",Chamukhudol,"18","325","02147","304818",ASSAM,Darrang,Sipajhar,Chamukha Dol,"304818",,"159","18304818",Census Village,Chamukha Dol
"435848",Thali Bari,"18","300","02004","280183",ASSAM,Kokrajhar,Kokrajhar (Pt),Thalitbari,"280183",,"369","18280183",Census Village,Thalitbari
"435854",Uabari,"18","300","02004","280181",ASSAM,Kokrajhar,Kokrajhar (Pt),Auabari,"280181",,"432","18280181",Census Village,Auabari
"435857",Nakuchi Pathar,"18","303","02025","283379",ASSAM,Barpeta,Sarupeta (Pt),Na-Kuchi Pathar(Naruchi Pathar,"283379",,"2183","18283379",Census Village,Na-Kuchi Pathar(Naruchi Pathar
"435867",Kekenikuchi,"18","321","02115","302398",ASSAM,Kamrup,Bijni (Pt),Kekeni Kuchi,"302398",,"1531","18302398",Census Village,Kekeni Kuchi
"435880",Mohkholi,"18","321","02115","302372",ASSAM,Kamrup,Bijni (Pt),Makhuli (Mahkhuli),"302372",,"510","18302372",Census Village,Makhuli (Mahkhuli)
"435884",Meda,"18","303","02018","282674",ASSAM,Barpeta,Barnagar (Pt),Meda Gaon,"282674",,"2098","18282674",Census Village,Meda Gaon
"435888",Madulijar,"18","303","02018","282676",ASSAM,Barpeta,Barnagar (Pt),Madulijar,"282676",,"2774","18282676",Census Village,Madulijar
"435894",Nehalgaon,"18","320","02113","301920",ASSAM,Chirang,Bengtol,Nehalgaon,"301920",,"621","18301920",Census Village,Nehalgaon
"435900",Joy Mangal,"18","323","02135","303946",ASSAM,Nalbari,Barbhag,Joy Mangla,"303946",,"1956","18303946",Census Village,Joy Mangla
"435902",Nunmati,"18","303","02018","283006",ASSAM,Barpeta,Barnagar (Pt),Nunmati,"283006",,"1392","18283006",Census Village,Nunmati
"435910",Salguri No.2,"18","300","02001","279621",ASSAM,Kokrajhar,Gossaigaon (Pt),Saljuri No.2,"279621",,"389","18279621",Census Village,Saljuri No.2
"435914",Khagraguri No.2,"18","300","02001","279631",ASSAM,Kokrajhar,Gossaigaon (Pt),Khukshiguri No.2,"279631",,"661","18279631",Census Village,Khukshiguri No.2
"435922",Pokar Kata Gaon,"18","304","02027","283703",ASSAM,Morigaon,Bhuragaon,Pookarkata,"283703",,"1609","18283703",Census Village,Pookarkata
"435937",Baredala,"18","321","02117","302539",ASSAM,Kamrup,Koya,Baredala,"302539",,"1238","18302539",Census Village,Baredala
"435941",Kathalpara,"18","320","02113","301921",ASSAM,Chirang,Bengtol,Kathalpara,"301921",,"2351","18301921",Census Village,Kathalpara
"435946",Gothaibari,"18","300","02003","280057",ASSAM,Kokrajhar,Dotoma,Gothaibari,"280057",,"176","18280057",Census Village,Gothaibari
"435954",Gopalpur,"18","325","02147","304948",ASSAM,Darrang,Sipajhar,Gopalpur,"304948",,"1291","18304948",Census Village,Gopalpur
"435956",Pub Hati,"18","303","02025","283370",ASSAM,Barpeta,Sarupeta (Pt),Pub Hati,"283370",,"272","18283370",Census Village,Pub Hati
"435957",Chepti,"18","321","02115","302376",ASSAM,Kamrup,Bijni (Pt),Chepti,"302376",,"1772","18302376",Census Village,Chepti
"435979",Tenga Gaon,"18","303","02018","282677",ASSAM,Barpeta,Barnagar (Pt),Tenga Gaon,"282677",,"3446","18282677",Census Village,Tenga Gaon
"435980",Gardenpur,"18","300","02001","279646",ASSAM,Kokrajhar,Gossaigaon (Pt),Gardanpara,"279646",,"894","18279646",Census Village,Gardanpara
"435981",Kauniabhasa Mazpara,"18","300","02004","280204",ASSAM,Kokrajhar,Kokrajhar (Pt),Kawniabhasa Mazpara,"280204",,"471","18280204",Census Village,Kawniabhasa Mazpara
"435982",Chepti,"18","321","02115","302376",ASSAM,Kamrup,Bijni (Pt),Chepti,"302376",,"1772","18302376",Census Village,Chepti
"435983",Golia,"18","303","02025","282702",ASSAM,Barpeta,Sarupeta (Pt),Golia,"282702",,"2725","18282702",Census Village,Golia
"435986",Haltu Gaon,"18","300","02004","280168",ASSAM,Kokrajhar,Kokrajhar (Pt),Haltugaon,"280168",,"440","18280168",Census Village,Haltugaon
"435997",Halda,"18","325","02146","302544",ASSAM,Darrang,Pathorighat (Pt),Haldha,"302544",,"735","18302544",Census Village,Haldha
"435998",Nimualatima No.2,"18","323","02137","304086",ASSAM,Nalbari,Banekuchi,No.2 Nimualatima,"304086",,"253","18304086",Census Village,No.2 Nimualatima
"435999",Maktaiguri No.1,"18","300","02001","279598",ASSAM,Kokrajhar,Gossaigaon (Pt),Moktaigaon-I,"279598",,"956","18279598",Census Village,Moktaigaon-I
"436000",Fehurakhowa,"18","303","02018","282668",ASSAM,Barpeta,Barnagar (Pt),Fewra Khowa,"282668",,"1900","18282668",Census Village,Fewra Khowa
"436006",Jozmaguri No.1,"18","300","02001","279619",ASSAM,Kokrajhar,Gossaigaon (Pt),Joymaguri No.1,"279619",,"1527","18279619",Census Village,Joymaguri No.1
"436007",Jashihati,"18","303","02018","282659",ASSAM,Barpeta,Barnagar (Pt),Jaisihati,"282659",,"2156","18282659",Census Village,Jaisihati
"436009",Dakshin Bherbheri,"18","303","02018","282673",ASSAM,Barpeta,Barnagar (Pt),Dakshin Bher Bheri,"282673",,"1338","18282673",Census Village,Dakshin Bher Bheri
"436017",Hazari Gaon,"18","313","02086","294913",ASSAM,Golaghat,Morangi,Hajari,"294913",,"625","18294913",Census Village,Hajari
"436018",Manikpur,"18","319","02114","301746",ASSAM,Bongaigaon,Sidli (Pt),Manikpur,"301746",,"1805","18301746",Census Village,Manikpur
"436020",Dangai Gaon,"18","320","02114","302301",ASSAM,Chirang,Sidli (Pt),Dangaigaon,"302301",,"1156","18302301",Census Village,Dangaigaon
"436026",Salsiga Bori,"18","304","02028","283771",ASSAM,Morigaon,Laharighat,Salsingabori,"283771",,"501","18283771",Census Village,Salsingabori
"436042",Laudanga,"18","300","02003","280059",ASSAM,Kokrajhar,Dotoma,Lawdanga,"280059",,"108","18280059",Census Village,Lawdanga
"436050",Sapkati,"18","304","02028","283780",ASSAM,Morigaon,Laharighat,Sapkati,"283780",,"2014","18283780",Census Village,Sapkati
"436056",Maguri,"18","303","02024","283293",ASSAM,Barpeta,Bajali (Pt),Maguri,"283293",,"230","18283293",Census Village,Maguri
"436062",Fulguri,"18","320","02113","301907",ASSAM,Chirang,Bengtol,Fulguri,"301907",,"0","18301907",Census Village,Fulguri
"436069",Simaluguri,"18","305","02035","284697",ASSAM,Nagaon,Nagaon,Simaluguri,"284697",,"3835","18284697",Census Village,Simaluguri
"436076",Datirbari,"18","303","02023","283382",ASSAM,Barpeta,Sarthebari,Datir Bori,"283382",,"2324","18283382",Census Village,Datir Bori
"436078",Gambaribil,"18","300","02001","279648",ASSAM,Kokrajhar,Gossaigaon (Pt),Gambaribil,"279648",,"707","18279648",Census Village,Gambaribil
"436080",Moamari Chapari,"18","325","02148","305067",ASSAM,Darrang,Mangaldoi (Pt),Mowamari,"305067",,"5619","18305067",Census Village,Mowamari
"436098",Khagrabari,"18","320","02004","301811",ASSAM,Chirang,Kokrajhar (Pt),Khagrabari,"301811",,"687","18301811",Census Village,Khagrabari
"436118",Simlaguri No.1,"18","300","02001","279616",ASSAM,Kokrajhar,Gossaigaon (Pt),Simlaguri No.1,"279616",,"124","18279616",Census Village,Simlaguri No.1
"436121",Nalbari,"18","300","02003","280076",ASSAM,Kokrajhar,Dotoma,Nalbari,"280076",,"566","18280076",Census Village,Nalbari
"436125",Sapkata No.1,"18","300","02001","279599",ASSAM,Kokrajhar,Gossaigaon (Pt),SapkataNo.1,"279599",,"1692","18279599",Census Village,SapkataNo.1
"436126",Uria Gaon,"18","305","02035","284766",ASSAM,Nagaon,Nagaon,Uria Gaon,"284766",,"1739","18284766",Census Village,Uria Gaon
"436141",Nowapara No.1,"18","319","02114","301741",ASSAM,Bongaigaon,Sidli (Pt),Nowapara No.1,"301741",,"3102","18301741",Census Village,Nowapara No.1
"436142",Panara,"18","303","02024","283290",ASSAM,Barpeta,Bajali (Pt),Panara,"283290",,"119","18283290",Census Village,Panara
"436143",Madhukuchi,"18","321","02115","302413",ASSAM,Kamrup,Bijni (Pt),Madhukuchi,"302413",,"2697","18302413",Census Village,Madhukuchi
"436145",Terechia,"18","323","02135","303948",ASSAM,Nalbari,Barbhag,Terechia,"303948",,"960","18303948",Census Village,Terechia
"436147",Hazriguri,"18","300","02004","280194",ASSAM,Kokrajhar,Kokrajhar (Pt),Hagraiguri,"280194",,"1071","18280194",Census Village,Hagraiguri
"436148",Nachanguri No.1,"18","319","02114","301696",ASSAM,Bongaigaon,Sidli (Pt),Nachankuri No.1,"301696",,"2936","18301696",Census Village,Nachankuri No.1
"436149",Lengtha,"18","313","02086","294911",ASSAM,Golaghat,Morangi,Lengtha,"294911",,"814","18294911",Census Village,Lengtha
"436150",Rani Hat,"18","300","02004","280182",ASSAM,Kokrajhar,Kokrajhar (Pt),Ranighat,"280182",,"350","18280182",Census Village,Ranighat
"436155",Bagaon,"18","303","02024","283292",ASSAM,Barpeta,Bajali (Pt),Ban Gaon,"283292",,"1393","18283292",Census Village,Ban Gaon
"436165",Kabachuba,"18","325","02147","304925",ASSAM,Darrang,Sipajhar,Kabai Chuba,"304925",,"2750","18304925",Census Village,Kabai Chuba
"436167",Khudra Sonkara,"18","323","02135","303968",ASSAM,Nalbari,Barbhag,Khudra Sonkara,"303968",,"1989","18303968",Census Village,Khudra Sonkara
"436172",Lengeri Bori,"18","304","02027","283667",ASSAM,Morigaon,Bhuragaon,Lengeribori,"283667",,"1398","18283667",Census Village,Lengeribori
"436175",Syamthai Bari,"18","300","02003","280043",ASSAM,Kokrajhar,Dotoma,Shyamthaibari,"280043",,"319","18280043",Census Village,Shyamthaibari
"436178",Bardhap,"18","319","02114","301689",ASSAM,Bongaigaon,Sidli (Pt),Bardhup,"301689",,"126","18301689",Census Village,Bardhup
"436182",Sutar Para,"18","300","02004","280208",ASSAM,Kokrajhar,Kokrajhar (Pt),Sutarpara,"280208",,"897","18280208",Census Village,Sutarpara
"436187",Kachari Bori,"18","304","02028","283781",ASSAM,Morigaon,Laharighat,Kacharibori,"283781",,"4448","18283781",Census Village,Kacharibori
"436193",Namati,"18","303","02025","283372",ASSAM,Barpeta,Sarupeta (Pt),Namati,"283372",,"786","18283372",Census Village,Namati
"436204",Sikar Bill,"18","300","02003","280039",ASSAM,Kokrajhar,Dotoma,Chikarbil,"280039",,"444","18280039",Census Village,Chikarbil
"436206",Bhatipara,"18","319","02114","301742",ASSAM,Bongaigaon,Sidli (Pt),Bhatipara,"301742",,"1326","18301742",Census Village,Bhatipara
"436217",Nakuchi,"18","303","02025","283193",ASSAM,Barpeta,Sarupeta (Pt),Na-Kuchi,"283193",,"195","18283193",Census Village,Na-Kuchi
"436231",Pitambarhatbajali,"18","321","02115","302370",ASSAM,Kamrup,Bijni (Pt),Pitambar Hat Bajali,"302370",,"3952","18302370",Census Village,Pitambar Hat Bajali
"436235",Chagalchari,"18","303","02023","283216",ASSAM,Barpeta,Sarthebari,Chagal Chari,"283216",,"658","18283216",Census Village,Chagal Chari
"436239",Khudra Basugaon,"18","300","02004","280211",ASSAM,Kokrajhar,Kokrajhar (Pt),Khudra Basugaon,"280211",,"497","18280211",Census Village,Khudra Basugaon
"436266",Ulubari,"18","320","02113","301922",ASSAM,Chirang,Bengtol,Ulubari,"301922",,"445","18301922",Census Village,Ulubari
"436274",Sahan,"18","321","02115","302375",ASSAM,Kamrup,Bijni (Pt),Sahan,"302375",,"1478","18302375",Census Village,Sahan
"436279",Jaljori,"18","313","02086","294914",ASSAM,Golaghat,Morangi,Jaljori,"294914",,"1061","18294914",Census Village,Jaljori
"436299",Hatigarh No.1,"18","300","02001","279607",ASSAM,Kokrajhar,Gossaigaon (Pt),Hatigarh No.1,"279607",,"2040","18279607",Census Village,Hatigarh No.1
"436300",Dura Bandhi Gaon,"18","304","02027","283831",ASSAM,Morigaon,Bhuragaon,Durabandhi Gaon,"283831",,"2083","18283831",Census Village,Durabandhi Gaon
"436302",Telia Pahukata,"18","305","02035","284719",ASSAM,Nagaon,Nagaon,Telia Pahukata,"284719",,"3437","18284719",Census Village,Telia Pahukata
"436304",Bhathua Khowa,"18","323","02131","303642",ASSAM,Nalbari,Chandrapur,Bhathuakhana(Bhatuakhana),"303642",,"993","18303642",Census Village,Bhathuakhana(Bhatuakhana)
"436308",Guakuchi,"18","323","02137","303937",ASSAM,Nalbari,Banekuchi,Guakuchi,"303937",,"614","18303937",Census Village,Guakuchi
"436311",Niz Chalchali,"18","305","02032","284394",ASSAM,Nagaon,Samaguri,Niz Chalchali,"284394",,"4685","18284394",Census Village,Niz Chalchali
"436315",Kanhupara No.1,"18","300","02001","279605",ASSAM,Kokrajhar,Gossaigaon (Pt),Kanhupara No.1,"279605",,"1069","18279605",Census Village,Kanhupara No.1
"436318",Bargaon,"18","321","02140","302514",ASSAM,Kamrup,Jalah (Pt),Bargaon,"302514",,"2227","18302514",Census Village,Bargaon
"436325",Silbhajia,"18","300","02001","279683",ASSAM,Kokrajhar,Gossaigaon (Pt),Silbhaji,"279683",,"312","18279683",Census Village,Silbhaji
"436341",Chilling,"18","323","02137","304084",ASSAM,Nalbari,Banekuchi,Ciling,"304084",,"1000","18304084",Census Village,Ciling
"436344",Chaparbari,"18","303","02023","283210",ASSAM,Barpeta,Sarthebari,Chapar Bari,"283210",,"1802","18283210",Census Village,Chapar Bari
"436345",Japarkuchi,"18","323","02135","303943",ASSAM,Nalbari,Barbhag,Japarkuchi,"303943",,"4626","18303943",Census Village,Japarkuchi
"436353",Khatikuchi,"18","325","02147","304945",ASSAM,Darrang,Sipajhar,Khatikuchi,"304945",,"1078","18304945",Census Village,Khatikuchi
"436364",Amguri,"18","303","02018","282661",ASSAM,Barpeta,Barnagar (Pt),Amuguri,"282661",,"222","18282661",Census Village,Amuguri
"436370",Dakhin Chuburi,"18","325","02147","304926",ASSAM,Darrang,Sipajhar,Dakhin Chuburi,"304926",,"2444","18304926",Census Village,Dakhin Chuburi
"436378",Bhalukekhowapara,"18","325","02148","305013",ASSAM,Darrang,Mangaldoi (Pt),Bhaluk Khowa Para,"305013",,"894","18305013",Census Village,Bhaluk Khowa Para
"436383",Guakuchi,"18","323","02137","304081",ASSAM,Nalbari,Banekuchi,Guakuchi (Ghyakuchi),"304081",,"2022","18304081",Census Village,Guakuchi (Ghyakuchi)
"436384",Telia Pahukata,"18","305","02035","284719",ASSAM,Nagaon,Nagaon,Telia Pahukata,"284719",,"3437","18284719",Census Village,Telia Pahukata
"436392",Pachim Chuburi,"18","325","02147","304940",ASSAM,Darrang,Sipajhar,Pachim Chuba,"304940",,"894","18304940",Census Village,Pachim Chuba
"436395",Kawaimari,"18","305","02035","284698",ASSAM,Nagaon,Nagaon,Kawaimari,"284698",,"4608","18284698",Census Village,Kawaimari
"436398",Katrihari,"18","300","02003","280155",ASSAM,Kokrajhar,Dotoma,Koraitari,"280155",,"1784","18280155",Census Village,Koraitari
"436411",Choto Nagaon,"18","325","02148","305010",ASSAM,Darrang,Mangaldoi (Pt),Choto Nagaon,"305010",,"588","18305010",Census Village,Choto Nagaon
