,state,district,stcode11,dtcode11,blkcode11,block_name,block_lgd,FID,dist_lgd,state_lgd,st_area_sh,st_length_,objectid,vilnam_soi,stcode11_2,dtcode11_2,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,t_pop2011,STVIL,LOC_STAT_1,NAME,state_name,state_code,dist_name,dist_code,sub_name,sub_code,vill_name,vill_code,reg_count,full_pay_count,part_pay_count,no_pay_count,extra_pay_count,no_install_paid,amound_paid,no_install_due,amount_due
327,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,426819.0,Banbaria,18.0,303.0,2022.0,283091.0,ASSAM,Barpeta,Barpeta,Banbaria,283091.0,1900.0,18283091.0,Census Village,Banbaria,ASSAM,18,BARPETA,280,Barpeta,2022,Banbaria - (283091),283091,1479.0,0.0,395.0,1084.0,0.0,800.0,1600000,9734.0,19468000
328,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427054.0,Fatigrah,18.0,303.0,2022.0,283084.0,ASSAM,Barpeta,Barpeta,Fatig Grah,283084.0,1163.0,18283084.0,Census Village,Fatig Grah,ASSAM,18,BARPETA,280,Barpeta,2022,Fatig Grah - (283084),283084,364.0,8.0,182.0,174.0,0.0,445.0,890000,2582.0,5164000
329,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427135.0,Bamun Baradi,18.0,303.0,2022.0,283070.0,ASSAM,Barpeta,Barpeta,Bamun Baradi,283070.0,1151.0,18283070.0,Census Village,Bamun Baradi,ASSAM,18,BARPETA,280,Barpeta,2022,Bamun Baradi - (283070),283070,,,,,,,#VALUE!,,#VALUE!
330,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427200.0,Radhakuchi Habi,18.0,303.0,2022.0,283096.0,ASSAM,Barpeta,Barpeta,Radhakuchi Habi,283096.0,2515.0,18283096.0,Census Village,Radhakuchi Habi,ASSAM,18,BARPETA,280,Barpeta,2022,Radhakuchi Habi - (283096),283096,306.0,38.0,222.0,46.0,0.0,766.0,1532000,2326.0,4652000
331,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427214.0,Satra Baradi,18.0,303.0,2022.0,283083.0,ASSAM,Barpeta,Barpeta,Satra Baradi,283083.0,915.0,18283083.0,Census Village,Satra Baradi,ASSAM,18,BARPETA,280,Barpeta,2022,Satra Baradi - (283083),283083,218.0,1.0,142.0,75.0,0.0,232.0,464000,1539.0,3078000
332,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427384.0,Baragdia,18.0,303.0,2022.0,283109.0,ASSAM,Barpeta,Barpeta,Bar Agdia,283109.0,2320.0,18283109.0,Census Village,Bar Agdia,ASSAM,18,BARPETA,280,Barpeta,2022,Bar Agdia - (283109),283109,482.0,7.0,131.0,344.0,0.0,323.0,646000,3162.0,6324000
333,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427701.0,Tatikuchi,18.0,303.0,2022.0,283093.0,ASSAM,Barpeta,Barpeta,Tatikuchi,283093.0,1552.0,18283093.0,Census Village,Tatikuchi,ASSAM,18,BARPETA,280,Barpeta,2022,Tatikuchi - (283093),283093,447.0,1.0,207.0,239.0,0.0,384.0,768000,3073.0,6146000
334,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427745.0,Radhakuchi,18.0,303.0,2022.0,283095.0,ASSAM,Barpeta,Barpeta,Radhakuchi,283095.0,3960.0,18283095.0,Census Village,Radhakuchi,ASSAM,18,BARPETA,280,Barpeta,2022,Radhakuchi - (283095),283095,840.0,63.0,631.0,146.0,0.0,1813.0,3626000,6431.0,12862000
335,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427767.0,Baradi,18.0,303.0,2022.0,283085.0,ASSAM,Barpeta,Barpeta,Baradi,283085.0,994.0,18283085.0,Census Village,Baradi,ASSAM,18,BARPETA,280,Barpeta,2022,Baradi - (283085),283085,422.0,1.0,112.0,309.0,0.0,235.0,470000,2767.0,5534000
336,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427863.0,Bheraldi,18.0,303.0,2022.0,283087.0,ASSAM,Barpeta,Barpeta,Bheraldi,283087.0,5442.0,18283087.0,Census Village,Bheraldi,ASSAM,18,BARPETA,280,Barpeta,2022,Bheraldi - (283087),283087,723.0,13.0,609.0,101.0,0.0,1206.0,2412000,5482.0,10964000
337,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,427991.0,Hahchara,18.0,303.0,2022.0,283104.0,ASSAM,Barpeta,Barpeta,Hahchara,283104.0,1931.0,18283104.0,Census Village,Hahchara,ASSAM,18,BARPETA,280,Barpeta,2022,Hahchara - (283104),283104,614.0,9.0,201.0,404.0,0.0,474.0,948000,4139.0,8278000
338,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,428268.0,Debradi,18.0,303.0,2022.0,283103.0,ASSAM,Barpeta,Barpeta,Debradi (Debrodi),283103.0,1879.0,18283103.0,Census Village,Debradi (Debrodi),ASSAM,18,BARPETA,280,Barpeta,2022,Debradi (Debrodi) - (283103),283103,162.0,10.0,118.0,34.0,0.0,330.0,660000,1235.0,2470000
339,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,428594.0,Sundaridia,18.0,303.0,2022.0,283072.0,ASSAM,Barpeta,Barpeta,Sundaridia,283072.0,2524.0,18283072.0,Census Village,Sundaridia,ASSAM,18,BARPETA,280,Barpeta,2022,Sundaridia - (283072),283072,859.0,4.0,597.0,258.0,0.0,1162.0,2324000,6324.0,12648000
340,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,428704.0,Taparbari,18.0,303.0,2022.0,283086.0,ASSAM,Barpeta,Barpeta,Taparbori,283086.0,1574.0,18283086.0,Census Village,Taparbori,ASSAM,18,BARPETA,280,Barpeta,2022,Taparbori - (283086),283086,631.0,5.0,389.0,237.0,0.0,834.0,1668000,4572.0,9144000
341,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,428985.0,Bamuna,18.0,303.0,2022.0,283071.0,ASSAM,Barpeta,Barpeta,Bamuna,283071.0,858.0,18283071.0,Census Village,Bamuna,ASSAM,18,BARPETA,280,Barpeta,2022,Bamuna - (283071),283071,,,,,,,#VALUE!,,#VALUE!
342,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,429157.0,Kahikuchi,18.0,303.0,2022.0,283101.0,ASSAM,Barpeta,Barpeta,Kahikuchi,283101.0,3596.0,18283101.0,Census Village,Kahikuchi,ASSAM,18,BARPETA,280,Barpeta,2022,Kahikuchi - (283101),283101,207.0,21.0,139.0,47.0,0.0,468.0,936000,1572.0,3144000
343,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,429815.0,Bhairaguri,18.0,303.0,2022.0,283413.0,ASSAM,Barpeta,Barpeta,Bhalaguri,283413.0,968.0,18283413.0,Census Village,Bhalaguri,ASSAM,18,BARPETA,280,Sarupeta (Pt),2025,Bhalaguri - (283413),283413,1184.0,4.0,302.0,878.0,0.0,620.0,1240000,7722.0,15444000
344,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,430039.0,Khardhara Pathar,18.0,303.0,2022.0,283100.0,ASSAM,Barpeta,Barpeta,Kharadhara Pathar (Kharadhara),283100.0,2320.0,18283100.0,Census Village,Kharadhara Pathar (Kharadhara),ASSAM,18,BARPETA,280,Barpeta,2022,Kharadhara Pathar (Kharadhara) - (283100),283100,224.0,19.0,131.0,74.0,0.0,475.0,950000,1658.0,3316000
345,Assam,Barpeta,18,303,36,Barpeta,2490,2583,280,18,112140218.9,75232.0786,430214.0,Theka Pathar,18.0,303.0,2022.0,283236.0,ASSAM,Barpeta,Barpeta,Thekar Pathar,283236.0,911.0,18283236.0,Census Village,Thekar Pathar,ASSAM,18,BARPETA,280,Sarthebari,2023,Thekar Pathar - (283236),283236,80.0,0.0,27.0,53.0,0.0,53.0,106000,539.0,1078000
346,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,327835.0,Dudpatil Vi,18.0,316.0,2096.0,299380.0,ASSAM,Cachar,Katigora,Dudhpatil Pt VI (CT),299380.0,5083.0,18299380.0,Census Village,Dudhpatil Pt VI (CT),ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt VI (CT) - (299380),299380,166.0,0.0,166.0,0.0,0.0,1013.0,2026000,1230.0,2460000
347,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,329096.0,Dudpatil V,18.0,316.0,2096.0,299381.0,ASSAM,Cachar,Katigora,Dudhpatil Pt V (CT),299381.0,4121.0,18299381.0,Census Village,Dudhpatil Pt V (CT),ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt V (CT) - (299381),299381,98.0,0.0,98.0,0.0,0.0,614.0,1228000,732.0,1464000
348,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,329923.0,Massimpur Part I,18.0,316.0,2096.0,299211.0,ASSAM,Cachar,Katigora,Masimpur Pt I (Maohimpur),299211.0,2873.0,18299211.0,Census Village,Masimpur Pt I (Maohimpur),ASSAM,18,CACHAR,282,Silchar,2097,Masimpur Pt I (Maohimpur) - (299211),299211,69.0,0.0,69.0,0.0,0.0,403.0,806000,499.0,998000
349,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,329930.0,Dudpatil Iv,18.0,316.0,2096.0,299234.0,ASSAM,Cachar,Katigora,Dudhpatil Pt IV,299234.0,2717.0,18299234.0,Census Village,Dudhpatil Pt IV,ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt IV - (299234),299234,77.0,0.0,77.0,0.0,0.0,476.0,952000,593.0,1186000
350,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,330874.0,Dudpatil Iii,18.0,316.0,2096.0,299208.0,ASSAM,Cachar,Katigora,Dudhpatil Pt III,299208.0,527.0,18299208.0,Census Village,Dudhpatil Pt III,ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt III - (299208),299208,13.0,0.0,13.0,0.0,0.0,74.0,148000,95.0,190000
351,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,331094.0,Massimpur Part Ii,18.0,316.0,2096.0,299198.0,ASSAM,Cachar,Katigora,Masimpur Pt II,299198.0,2364.0,18299198.0,Census Village,Masimpur Pt II,ASSAM,18,CACHAR,282,Silchar,2097,Masimpur Pt II - (299198),299198,176.0,0.0,176.0,0.0,0.0,1066.0,2132000,1310.0,2620000
352,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,331147.0,Massimpur Grant,18.0,316.0,2096.0,299196.0,ASSAM,Cachar,Katigora,Masimpur Grant,299196.0,1771.0,18299196.0,Census Village,Masimpur Grant,ASSAM,18,CACHAR,282,Silchar,2097,Masimpur Grant - (299196),299196,58.0,0.0,58.0,0.0,0.0,375.0,750000,458.0,916000
353,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,331239.0,Dudpatil Viii,18.0,316.0,2096.0,299236.0,ASSAM,Cachar,Katigora,Dudhpatil Pt VIII,299236.0,919.0,18299236.0,Census Village,Dudhpatil Pt VIII,ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt VIII - (299236),299236,76.0,0.0,76.0,0.0,0.0,444.0,888000,545.0,1090000
354,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,331844.0,Badarpur Pt. I,18.0,316.0,2096.0,299187.0,ASSAM,Cachar,Katigora,Badarpur Pt I,299187.0,2102.0,18299187.0,Census Village,Badarpur Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Badarpur Pt I - (299187),299187,271.0,0.0,268.0,3.0,0.0,1555.0,3110000,2003.0,4006000
355,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,331897.0,Dudpatil Ii,18.0,316.0,2096.0,299207.0,ASSAM,Cachar,Katigora,Dudhpatil Pt II,299207.0,179.0,18299207.0,Census Village,Dudhpatil Pt II,ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt II - (299207),299207,18.0,0.0,18.0,0.0,0.0,119.0,238000,140.0,280000
356,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,332905.0,Khoreel T.E.,18.0,316.0,2096.0,299200.0,ASSAM,Cachar,Katigora,Kharil Bagicha,299200.0,1140.0,18299200.0,Census Village,Kharil Bagicha,ASSAM,18,CACHAR,282,Silchar,2097,Kharil Bagicha - (299200),299200,22.0,0.0,22.0,0.0,0.0,149.0,298000,173.0,346000
357,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,332966.0,Purandarpur,18.0,316.0,2096.0,299214.0,ASSAM,Cachar,Katigora,Purandarpur,299214.0,1223.0,18299214.0,Census Village,Purandarpur,ASSAM,18,CACHAR,282,Silchar,2097,Purandarpur - (299214),299214,141.0,0.0,141.0,0.0,0.0,927.0,1854000,1081.0,2162000
358,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333082.0,Kalinagar Part Ii,18.0,316.0,2096.0,299186.0,ASSAM,Cachar,Katigora,Kalinagar Pt II,299186.0,626.0,18299186.0,Census Village,Kalinagar Pt II,ASSAM,18,CACHAR,282,Silchar,2097,Kalinagar Pt II - (299186),299186,74.0,0.0,74.0,0.0,0.0,461.0,922000,551.0,1102000
359,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333143.0,Dudpatil I,18.0,316.0,2096.0,299206.0,ASSAM,Cachar,Katigora,Dudhpatil Pt I,299206.0,929.0,18299206.0,Census Village,Dudhpatil Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Pt I - (299206),299206,48.0,0.0,48.0,0.0,0.0,289.0,578000,360.0,720000
360,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333409.0,Goverbond I,18.0,316.0,2096.0,299205.0,ASSAM,Cachar,Katigora,Gorer Bond Pt I,299205.0,1333.0,18299205.0,Census Village,Gorer Bond Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Gorer Bond Pt I - (299205),299205,90.0,0.0,90.0,0.0,0.0,597.0,1194000,703.0,1406000
361,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333480.0,Chesri,18.0,316.0,2096.0,299177.0,ASSAM,Cachar,Katigora,Chesri,299177.0,2084.0,18299177.0,Census Village,Chesri,ASSAM,18,CACHAR,282,Silchar,2097,Chesri - (299177),299177,146.0,0.0,146.0,0.0,0.0,859.0,1718000,1062.0,2124000
362,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333555.0,Hiairband Part Ii,18.0,316.0,2096.0,299171.0,ASSAM,Cachar,Katigora,Heirbond Pt II,299171.0,746.0,18299171.0,Census Village,Heirbond Pt II,ASSAM,18,CACHAR,282,Silchar,2097,Heirbond Pt II - (299171),299171,52.0,0.0,52.0,0.0,0.0,315.0,630000,372.0,744000
363,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333562.0,Goverbond Ii,18.0,316.0,2096.0,299204.0,ASSAM,Cachar,Katigora,Gorer Bond Pt II,299204.0,1728.0,18299204.0,Census Village,Gorer Bond Pt II,ASSAM,18,CACHAR,282,Silchar,2097,Gorer Bond Pt II - (299204),299204,35.0,0.0,35.0,0.0,0.0,226.0,452000,264.0,528000
364,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333584.0,Mulidhar Grant,18.0,316.0,2096.0,299201.0,ASSAM,Cachar,Katigora,Mulidahar Grant,299201.0,1157.0,18299201.0,Census Village,Mulidahar Grant,ASSAM,18,CACHAR,282,Silchar,2097,Mulidahar Grant - (299201),299201,42.0,0.0,42.0,0.0,0.0,253.0,506000,298.0,596000
365,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333658.0,Kalinagar T.E.,18.0,316.0,2096.0,299184.0,ASSAM,Cachar,Katigora,Kalinagar Garden,299184.0,812.0,18299184.0,Census Village,Kalinagar Garden,ASSAM,18,CACHAR,282,Silchar,2097,Kalinagar Garden - (299184),299184,31.0,0.0,31.0,0.0,0.0,195.0,390000,228.0,456000
366,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333737.0,Kalinagar Part I,18.0,316.0,2096.0,299185.0,ASSAM,Cachar,Katigora,Kalinagar Pt I,299185.0,1554.0,18299185.0,Census Village,Kalinagar Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Kalinagar Pt I - (299185),299185,378.0,0.0,378.0,0.0,0.0,2448.0,4896000,2957.0,5914000
367,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333745.0,Jhapirbond Part Ii,18.0,316.0,2096.0,299440.0,ASSAM,Cachar,Katigora,Jhapirbond Pt II,299440.0,1184.0,18299440.0,Census Village,Jhapirbond Pt II,ASSAM,18,CACHAR,282,Udarbond,2098,Jhapirbond Pt II - (299440),299440,57.0,0.0,57.0,0.0,0.0,353.0,706000,430.0,860000
368,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333764.0,Dudpatil Grant,18.0,316.0,2096.0,299235.0,ASSAM,Cachar,Katigora,Dudhpatil Grant,299235.0,10875.0,18299235.0,Census Village,Dudhpatil Grant,ASSAM,18,CACHAR,282,Silchar,2097,Dudhpatil Grant - (299235),299235,147.0,0.0,147.0,0.0,0.0,849.0,1698000,1050.0,2100000
369,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,333863.0,Ujangram,18.0,316.0,2096.0,299212.0,ASSAM,Cachar,Katigora,Ujangram,299212.0,2341.0,18299212.0,Census Village,Ujangram,ASSAM,18,CACHAR,282,Silchar,2097,Ujangram - (299212),299212,75.0,0.0,75.0,0.0,0.0,484.0,968000,577.0,1154000
370,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,334069.0,Leburbond,18.0,316.0,2096.0,299202.0,ASSAM,Cachar,Katigora,Leburbond,299202.0,849.0,18299202.0,Census Village,Leburbond,ASSAM,18,CACHAR,282,Silchar,2097,Leburbond - (299202),299202,51.0,0.0,51.0,0.0,0.0,340.0,680000,398.0,796000
371,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,334343.0,Hiairband Part I,18.0,316.0,2096.0,299170.0,ASSAM,Cachar,Katigora,Heirbond Pt I,299170.0,856.0,18299170.0,Census Village,Heirbond Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Heirbond Pt I - (299170),299170,136.0,0.0,136.0,0.0,0.0,784.0,1568000,993.0,1986000
372,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,334830.0,Kashipur,18.0,316.0,2096.0,299176.0,ASSAM,Cachar,Katigora,Kashipur,299176.0,964.0,18299176.0,Census Village,Kashipur,ASSAM,18,CACHAR,282,Silchar,2097,Kashipur - (299176),299176,155.0,0.0,155.0,0.0,0.0,922.0,1844000,1152.0,2304000
373,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,334972.0,Niz Borkhola Part Ii,18.0,316.0,2096.0,299166.0,ASSAM,Cachar,Katigora,Niz-Borkhola Pt I,299166.0,3234.0,18299166.0,Census Village,Niz-Borkhola Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Niz-Borkhola Pt I - (299166),299166,70.0,0.0,70.0,0.0,0.0,453.0,906000,535.0,1070000
374,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335044.0,Bhitar Gangapur Pt. I,18.0,316.0,2096.0,299167.0,ASSAM,Cachar,Katigora,Bhitor Gangapur Pt I,299167.0,2362.0,18299167.0,Census Village,Bhitor Gangapur Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Bhitor Gangapur Pt I - (299167),299167,29.0,0.0,29.0,0.0,0.0,156.0,312000,195.0,390000
375,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335056.0,Bijoypur Grant,18.0,316.0,2096.0,299162.0,ASSAM,Cachar,Katigora,Bijoypur Grant,299162.0,623.0,18299162.0,Census Village,Bijoypur Grant,ASSAM,18,CACHAR,282,Silchar,2097,Bijoypur Grant - (299162),299162,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
376,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335262.0,Rampur,18.0,316.0,2096.0,299179.0,ASSAM,Cachar,Katigora,Rampur,299179.0,881.0,18299179.0,Census Village,Rampur,ASSAM,18,CACHAR,282,Silchar,2097,Rampur - (299179),299179,47.0,0.0,47.0,0.0,0.0,328.0,656000,375.0,750000
377,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335372.0,Dalugram,18.0,316.0,2096.0,299181.0,ASSAM,Cachar,Katigora,Dalu Gram,299181.0,713.0,18299181.0,Census Village,Dalu Gram,ASSAM,18,CACHAR,282,Silchar,2097,Dalu Gram - (299181),299181,73.0,0.0,71.0,2.0,0.0,454.0,908000,571.0,1142000
378,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335444.0,Dalugrant (Lalbag),18.0,316.0,2096.0,299182.0,ASSAM,Cachar,Katigora,Dalu Grant,299182.0,7955.0,18299182.0,Census Village,Dalu Grant,ASSAM,18,CACHAR,282,Silchar,2097,Dalu Grant - (299182),299182,65.0,0.0,65.0,0.0,0.0,382.0,764000,501.0,1002000
379,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335597.0,Bijoypur,18.0,316.0,2096.0,299163.0,ASSAM,Cachar,Katigora,Bijoypur,299163.0,1159.0,18299163.0,Census Village,Bijoypur,ASSAM,18,CACHAR,282,Silchar,2097,Bijoypur - (299163),299163,46.0,0.0,46.0,0.0,0.0,295.0,590000,345.0,690000
380,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335634.0,Harin Cherra T.E.,18.0,316.0,2096.0,299148.0,ASSAM,Cachar,Katigora,Harinchara Grant,299148.0,409.0,18299148.0,Census Village,Harinchara Grant,ASSAM,18,CACHAR,282,Silchar,2097,Harinchara Grant - (299148),299148,6.0,0.0,6.0,0.0,0.0,26.0,52000,47.0,94000
381,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335664.0,Goragram,18.0,316.0,2096.0,299101.0,ASSAM,Cachar,Katigora,Gora Gram,299101.0,2005.0,18299101.0,Census Village,Gora Gram,ASSAM,18,CACHAR,282,Katigora,2096,Gora Gram - (299101),299101,131.0,0.0,131.0,0.0,0.0,731.0,1462000,978.0,1956000
382,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335772.0,Dhalcherra Grant,18.0,316.0,2096.0,299147.0,ASSAM,Cachar,Katigora,Dhalchara Grant,299147.0,4199.0,18299147.0,Census Village,Dhalchara Grant,ASSAM,18,CACHAR,282,Silchar,2097,Dhalchara Grant - (299147),299147,76.0,0.0,76.0,0.0,0.0,456.0,912000,550.0,1100000
383,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335783.0,Uzan Nagar,18.0,316.0,2096.0,299165.0,ASSAM,Cachar,Katigora,Ujan Nagar,299165.0,1443.0,18299165.0,Census Village,Ujan Nagar,ASSAM,18,CACHAR,282,Silchar,2097,Ujan Nagar - (299165),299165,59.0,0.0,59.0,0.0,0.0,378.0,756000,437.0,874000
384,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,335834.0,Rampur T.E.,18.0,316.0,2096.0,299161.0,ASSAM,Cachar,Katigora,Rampur Garden,299161.0,533.0,18299161.0,Census Village,Rampur Garden,ASSAM,18,CACHAR,282,Silchar,2097,Rampur Garden - (299161),299161,15.0,0.0,15.0,0.0,0.0,100.0,200000,117.0,234000
385,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,336286.0,Bhitar Gangapur Pt. Ii,18.0,316.0,2096.0,299169.0,ASSAM,Cachar,Katigora,Bhitor Gangapur Pt II,299169.0,570.0,18299169.0,Census Village,Bhitor Gangapur Pt II,ASSAM,18,CACHAR,282,Silchar,2097,Bhitor Gangapur Pt II - (299169),299169,13.0,0.0,13.0,0.0,0.0,76.0,152000,91.0,182000
386,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,336525.0,Abongcherra Grant I,18.0,316.0,2096.0,299160.0,ASSAM,Cachar,Katigora,Abongchara Grant Pt I,299160.0,476.0,18299160.0,Census Village,Abongchara Grant Pt I,ASSAM,18,CACHAR,282,Silchar,2097,Abongchara Grant Pt I - (299160),299160,39.0,0.0,39.0,0.0,0.0,234.0,468000,273.0,546000
387,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,336579.0,Barbond,18.0,316.0,2096.0,299158.0,ASSAM,Cachar,Katigora,Barabond,299158.0,758.0,18299158.0,Census Village,Barabond,ASSAM,18,CACHAR,282,Silchar,2097,Barabond - (299158),299158,41.0,0.0,41.0,0.0,0.0,279.0,558000,324.0,648000
388,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,336586.0,Choto Rampur T.E.,18.0,316.0,2096.0,299159.0,ASSAM,Cachar,Katigora,Chotorampur Grant,299159.0,291.0,18299159.0,Census Village,Chotorampur Grant,ASSAM,18,CACHAR,282,Silchar,2097,Chotorampur Grant - (299159),299159,9.0,0.0,9.0,0.0,0.0,62.0,124000,71.0,142000
389,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,336824.0,Mairacherra Grant,18.0,316.0,2096.0,299152.0,ASSAM,Cachar,Katigora,Mainachara (Moirachara),299152.0,472.0,18299152.0,Census Village,Mainachara (Moirachara),ASSAM,18,CACHAR,282,Silchar,2097,Mainachara (Moirachara) - (299152),299152,27.0,0.0,27.0,0.0,0.0,180.0,360000,211.0,422000
390,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,336993.0,Hatichera Grant,18.0,316.0,2096.0,299157.0,ASSAM,Cachar,Katigora,Hatichara Grant,299157.0,4289.0,18299157.0,Census Village,Hatichara Grant,ASSAM,18,CACHAR,282,Silchar,2097,Hatichara Grant - (299157),299157,39.0,0.0,39.0,0.0,0.0,267.0,534000,310.0,620000
391,Assam,Cachar,18,316,148,Barkhola,2511,2584,282,18,380814452.0,133171.3808,337011.0,Chandra Nathpur,18.0,316.0,2096.0,299145.0,ASSAM,Cachar,Katigora,Chandranath Pur,299145.0,2781.0,18299145.0,Census Village,Chandranath Pur,ASSAM,18,CACHAR,282,Silchar,2097,Chandranath Pur - (299145),299145,61.0,0.0,61.0,0.0,0.0,232.0,464000,456.0,912000
