,state,district,stcode11,dtcode11,blkcode11,block_name,block_lgd,FID,dist_lgd,state_lgd,st_area_sh,st_length_,objectid,vilnam_soi,stcode11_2,dtcode11_2,sdtcode11,vilcode11,stname,dtname,sdtname,vilname,vilcode_n,t_pop2011,STVIL,LOC_STAT_1,NAME
5027,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,322329.0,Padmarpar,18.0,318.0,2105.0,300957.0,ASSAM,Hailakandi,Ramkrishna Nagar,Padmarpar,300957.0,1376.0,18300957.0,Census Village,Padmarpar
5028,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,322379.0,Padmarpar,18.0,318.0,2105.0,300957.0,ASSAM,Hailakandi,Ramkrishna Nagar,Padmarpar,300957.0,1376.0,18300957.0,Census Village,Padmarpar
5031,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,323042.0,Nabin Sunapur,18.0,318.0,2105.0,300949.0,ASSAM,Hailakandi,Ramkrishna Nagar,Nabin Sonapur,300949.0,700.0,18300949.0,Census Village,Nabin Sonapur
5032,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,323263.0,Nabin Sunapur,18.0,318.0,2105.0,300949.0,ASSAM,Hailakandi,Ramkrishna Nagar,Nabin Sonapur,300949.0,700.0,18300949.0,Census Village,Nabin Sonapur
5042,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,324849.0,Chandipur I,18.0,318.0,2105.0,300930.0,ASSAM,Hailakandi,Ramkrishna Nagar,Chandipur Pt I,300930.0,1652.0,18300930.0,Census Village,Chandipur Pt I
5045,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,325311.0,Chiparsongar I,18.0,318.0,2105.0,300929.0,ASSAM,Hailakandi,Ramkrishna Nagar,Chiparsangam Pt I,300929.0,1369.0,18300929.0,Census Village,Chiparsangam Pt I
5051,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,325647.0,Chiparsongar I,18.0,318.0,2105.0,300929.0,ASSAM,Hailakandi,Ramkrishna Nagar,Chiparsangam Pt I,300929.0,1369.0,18300929.0,Census Village,Chiparsangam Pt I
5052,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,325696.0,Chandipur I,18.0,318.0,2105.0,300930.0,ASSAM,Hailakandi,Ramkrishna Nagar,Chandipur Pt I,300930.0,1652.0,18300930.0,Census Village,Chandipur Pt I
5055,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,326085.0,Dholidahar,18.0,318.0,2105.0,300920.0,ASSAM,Hailakandi,Ramkrishna Nagar,Dholidahar,300920.0,2271.0,18300920.0,Census Village,Dholidahar
5058,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,326428.0,Uttar Kanchanpur Ii,18.0,318.0,2105.0,300921.0,ASSAM,Hailakandi,Ramkrishna Nagar,Uttar Kanchanpur Pt II,300921.0,3269.0,18300921.0,Census Village,Uttar Kanchanpur Pt II
5060,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,326752.0,Dholidahar,18.0,318.0,2105.0,300920.0,ASSAM,Hailakandi,Ramkrishna Nagar,Dholidahar,300920.0,2271.0,18300920.0,Census Village,Dholidahar
5062,Assam,Hailakandi,18,318,168,Algapur,2586,2672,289,18,190438759.0,80432.57899,327005.0,Uttar Kanchanpur Ii,18.0,318.0,2105.0,300921.0,ASSAM,Hailakandi,Ramkrishna Nagar,Uttar Kanchanpur Pt II,300921.0,3269.0,18300921.0,Census Village,Uttar Kanchanpur Pt II
5075,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,313575.0,Kanchanpur Ii,18.0,318.0,2106.0,301010.0,ASSAM,Hailakandi,Algapur,Kanchanpur Pt II,301010.0,3018.0,18301010.0,Census Village,Kanchanpur Pt II
5077,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,313696.0,Kanchanpur Ii,18.0,318.0,2106.0,301010.0,ASSAM,Hailakandi,Algapur,Kanchanpur Pt II,301010.0,3018.0,18301010.0,Census Village,Kanchanpur Pt II
5081,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,314247.0,Matijuri,18.0,318.0,2106.0,301031.0,ASSAM,Hailakandi,Algapur,Matijuri,301031.0,2792.0,18301031.0,Census Village,Matijuri
5082,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,314313.0,Matijuri,18.0,318.0,2106.0,301031.0,ASSAM,Hailakandi,Algapur,Matijuri,301031.0,2792.0,18301031.0,Census Village,Matijuri
5085,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315032.0,Paikan,18.0,318.0,2106.0,301030.0,ASSAM,Hailakandi,Algapur,Paikan,301030.0,3624.0,18301030.0,Census Village,Paikan
5086,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315115.0,Paikan,18.0,318.0,2106.0,301030.0,ASSAM,Hailakandi,Algapur,Paikan,301030.0,3624.0,18301030.0,Census Village,Paikan
5090,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315339.0,Purbagool,18.0,318.0,2106.0,301034.0,ASSAM,Hailakandi,Algapur,Purbagool,301034.0,1415.0,18301034.0,Census Village,Purbagool
5093,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315383.0,Purbagool,18.0,318.0,2106.0,301034.0,ASSAM,Hailakandi,Algapur,Purbagool,301034.0,1415.0,18301034.0,Census Village,Purbagool
5094,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315463.0,Ranganti Ii,18.0,318.0,2106.0,301014.0,ASSAM,Hailakandi,Algapur,Rangauti Pt II,301014.0,1232.0,18301014.0,Census Village,Rangauti Pt II
5095,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315511.0,Ranganti Ii,18.0,318.0,2106.0,301014.0,ASSAM,Hailakandi,Algapur,Rangauti Pt II,301014.0,1232.0,18301014.0,Census Village,Rangauti Pt II
5099,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,315988.0,Itarkandi I,18.0,318.0,2106.0,301002.0,ASSAM,Hailakandi,Algapur,Itorkandi Pt I,301002.0,2619.0,18301002.0,Census Village,Itorkandi Pt I
5100,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316032.0,Bahadurpur I,18.0,318.0,2106.0,301019.0,ASSAM,Hailakandi,Algapur,Bahadurpur Pt I,301019.0,3281.0,18301019.0,Census Village,Bahadurpur Pt I
5101,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316075.0,Itarkandi I,18.0,318.0,2106.0,301002.0,ASSAM,Hailakandi,Algapur,Itorkandi Pt I,301002.0,2619.0,18301002.0,Census Village,Itorkandi Pt I
5102,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316101.0,Bahadurpur I,18.0,318.0,2106.0,301019.0,ASSAM,Hailakandi,Algapur,Bahadurpur Pt I,301019.0,3281.0,18301019.0,Census Village,Bahadurpur Pt I
5103,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316169.0,Ranganti Iii,18.0,318.0,2106.0,301015.0,ASSAM,Hailakandi,Algapur,Rangauti Pt III,301015.0,482.0,18301015.0,Census Village,Rangauti Pt III
5104,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316202.0,Ranganti Iii,18.0,318.0,2106.0,301015.0,ASSAM,Hailakandi,Algapur,Rangauti Pt III,301015.0,482.0,18301015.0,Census Village,Rangauti Pt III
5106,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316420.0,Chandpur,18.0,318.0,2106.0,300992.0,ASSAM,Hailakandi,Algapur,Chandpur,300992.0,2446.0,18300992.0,Census Village,Chandpur
5107,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316614.0,Ratanpur I,18.0,318.0,2106.0,301025.0,ASSAM,Hailakandi,Algapur,Ratanpur Pt I,301025.0,1908.0,18301025.0,Census Village,Ratanpur Pt I
5109,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316676.0,Chandpur,18.0,318.0,2106.0,300992.0,ASSAM,Hailakandi,Algapur,Chandpur,300992.0,2446.0,18300992.0,Census Village,Chandpur
5110,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316682.0,Ratanpur I,18.0,318.0,2106.0,301025.0,ASSAM,Hailakandi,Algapur,Ratanpur Pt I,301025.0,1908.0,18301025.0,Census Village,Ratanpur Pt I
5111,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316760.0,Lakshirbond Ii,18.0,318.0,2106.0,300999.0,ASSAM,Hailakandi,Algapur,Lakhirbond Pt II,300999.0,1457.0,18300999.0,Census Village,Lakhirbond Pt II
5112,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316783.0,Bilpardhumkar,18.0,318.0,2106.0,301017.0,ASSAM,Hailakandi,Algapur,Bilpar Dhumkar,301017.0,2094.0,18301017.0,Census Village,Bilpar Dhumkar
5113,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316875.0,Bahadurpur Ii,18.0,318.0,2106.0,301027.0,ASSAM,Hailakandi,Algapur,Bahadurpur Pt II,301027.0,2271.0,18301027.0,Census Village,Bahadurpur Pt II
5114,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316877.0,Bilpardhumkar,18.0,318.0,2106.0,301017.0,ASSAM,Hailakandi,Algapur,Bilpar Dhumkar,301017.0,2094.0,18301017.0,Census Village,Bilpar Dhumkar
5115,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316891.0,Chepti Brajapur,18.0,318.0,2106.0,301018.0,ASSAM,Hailakandi,Algapur,Chepti Brojapur,301018.0,2029.0,18301018.0,Census Village,Chepti Brojapur
5116,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,316982.0,Chepti Brajapur,18.0,318.0,2106.0,301018.0,ASSAM,Hailakandi,Algapur,Chepti Brojapur,301018.0,2029.0,18301018.0,Census Village,Chepti Brojapur
5119,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317101.0,Gangpardhumkar Iii,18.0,318.0,2106.0,300994.0,ASSAM,Hailakandi,Algapur,Gangpar Dhonkar Pt III,300994.0,1678.0,18300994.0,Census Village,Gangpar Dhonkar Pt III
5121,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317171.0,Gangpardhumkar Iii,18.0,318.0,2106.0,300994.0,ASSAM,Hailakandi,Algapur,Gangpar Dhonkar Pt III,300994.0,1678.0,18300994.0,Census Village,Gangpar Dhonkar Pt III
5122,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317259.0,Ujankupa Iii,18.0,318.0,2106.0,300991.0,ASSAM,Hailakandi,Algapur,Ujankupa Pt III,300991.0,2168.0,18300991.0,Census Village,Ujankupa Pt III
5123,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317300.0,Lakshirbond Ii,18.0,318.0,2106.0,300999.0,ASSAM,Hailakandi,Algapur,Lakhirbond Pt II,300999.0,1457.0,18300999.0,Census Village,Lakhirbond Pt II
5124,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317302.0,Ujankupa Iii,18.0,318.0,2106.0,300991.0,ASSAM,Hailakandi,Algapur,Ujankupa Pt III,300991.0,2168.0,18300991.0,Census Village,Ujankupa Pt III
5125,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317523.0,Bahadurpur Ii,18.0,318.0,2106.0,301027.0,ASSAM,Hailakandi,Algapur,Bahadurpur Pt II,301027.0,2271.0,18301027.0,Census Village,Bahadurpur Pt II
5128,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317652.0,Lakshirbond I,18.0,318.0,2106.0,300995.0,ASSAM,Hailakandi,Algapur,Lakhirbond Pt I,300995.0,788.0,18300995.0,Census Village,Lakhirbond Pt I
5129,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317728.0,Lakshirbond I,18.0,318.0,2106.0,300995.0,ASSAM,Hailakandi,Algapur,Lakhirbond Pt I,300995.0,788.0,18300995.0,Census Village,Lakhirbond Pt I
5131,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317812.0,Purba Sonapur,18.0,318.0,2106.0,301020.0,ASSAM,Hailakandi,Algapur,Purba-Sonapur,301020.0,2328.0,18301020.0,Census Village,Purba-Sonapur
5133,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317907.0,Purba Sonapur,18.0,318.0,2106.0,301020.0,ASSAM,Hailakandi,Algapur,Purba-Sonapur,301020.0,2328.0,18301020.0,Census Village,Purba-Sonapur
5134,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317913.0,Borjurai,18.0,318.0,2106.0,300986.0,ASSAM,Hailakandi,Algapur,Barjurai,300986.0,1734.0,18300986.0,Census Village,Barjurai
5135,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,317943.0,Borjurai,18.0,318.0,2106.0,300986.0,ASSAM,Hailakandi,Algapur,Barjurai,300986.0,1734.0,18300986.0,Census Village,Barjurai
5137,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318000.0,Bishnughar,18.0,318.0,2106.0,300998.0,ASSAM,Hailakandi,Algapur,Bisnughar,300998.0,1469.0,18300998.0,Census Village,Bisnughar
5138,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318023.0,Bishnughar,18.0,318.0,2106.0,300998.0,ASSAM,Hailakandi,Algapur,Bisnughar,300998.0,1469.0,18300998.0,Census Village,Bisnughar
5139,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318029.0,Ujankupa Ii,18.0,318.0,2106.0,300988.0,ASSAM,Hailakandi,Algapur,Ujankupa Pt II,300988.0,785.0,18300988.0,Census Village,Ujankupa Pt II
5140,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318096.0,Ujankupa Ii,18.0,318.0,2106.0,300988.0,ASSAM,Hailakandi,Algapur,Ujankupa Pt II,300988.0,785.0,18300988.0,Census Village,Ujankupa Pt II
5143,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318599.0,Boalipar I,18.0,318.0,2106.0,300984.0,ASSAM,Hailakandi,Algapur,Boalipar Pt I,300984.0,1338.0,18300984.0,Census Village,Boalipar Pt I
5144,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318640.0,Sibuttar,18.0,318.0,2106.0,300981.0,ASSAM,Hailakandi,Algapur,Sibuttar,300981.0,1761.0,18300981.0,Census Village,Sibuttar
5146,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318783.0,Sibuttar,18.0,318.0,2106.0,300981.0,ASSAM,Hailakandi,Algapur,Sibuttar,300981.0,1761.0,18300981.0,Census Village,Sibuttar
5147,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318791.0,Boalipar Iii,18.0,318.0,2106.0,300996.0,ASSAM,Hailakandi,Algapur,Boalipar Pt III,300996.0,1806.0,18300996.0,Census Village,Boalipar Pt III
5148,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318917.0,Bhatirkupa Iii,18.0,318.0,2106.0,300983.0,ASSAM,Hailakandi,Algapur,Bhatirkupa Pt III,300983.0,1915.0,18300983.0,Census Village,Bhatirkupa Pt III
5149,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,318991.0,Bhatirkupa Iii,18.0,318.0,2106.0,300983.0,ASSAM,Hailakandi,Algapur,Bhatirkupa Pt III,300983.0,1915.0,18300983.0,Census Village,Bhatirkupa Pt III
5150,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,319023.0,Boalipar I,18.0,318.0,2106.0,300984.0,ASSAM,Hailakandi,Algapur,Boalipar Pt I,300984.0,1338.0,18300984.0,Census Village,Boalipar Pt I
5151,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,319075.0,Mohonpur T.E.,18.0,318.0,2106.0,301022.0,ASSAM,Hailakandi,Algapur,Mohanpur Grant,301022.0,6206.0,18301022.0,Census Village,Mohanpur Grant
5153,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,319470.0,Mohonpur T.E.,18.0,318.0,2106.0,301022.0,ASSAM,Hailakandi,Algapur,Mohanpur Grant,301022.0,6206.0,18301022.0,Census Village,Mohanpur Grant
5156,Assam,Hailakandi,18,318,169,Hailakandi,2587,2673,289,18,195850669.3,92749.82739,319755.0,Bhatirkupa I,18.0,318.0,2106.0,300963.0,ASSAM,Hailakandi,Algapur,Bhatirkupa Pt I,300963.0,1441.0,18300963.0,Census Village,Bhatirkupa Pt I
5161,Assam,Morigaon,18,304,42,Mairabari Pt.,2655,2674,296,18,123960811.1,60124.47587,439296.0,Lali Par,18.0,304.0,2028.0,283829.0,ASSAM,Morigaon,Laharighat,Lalirpar,283829.0,653.0,18283829.0,Census Village,Lalirpar
5162,Assam,Morigaon,18,304,42,Mairabari Pt.,2655,2674,296,18,123960811.1,60124.47587,439297.0,Lali Par,18.0,304.0,2028.0,283829.0,ASSAM,Morigaon,Laharighat,Lalirpar,283829.0,653.0,18283829.0,Census Village,Lalirpar
5168,Assam,Morigaon,18,304,42,Mairabari Pt.,2655,2674,296,18,123960811.1,60124.47587,440064.0,Dura Bandhi Bil,18.0,304.0,2028.0,283819.0,ASSAM,Morigaon,Laharighat,Dura Bandhi Bil,283819.0,2229.0,18283819.0,Census Village,Dura Bandhi Bil
5169,Assam,Morigaon,18,304,42,Mairabari Pt.,2655,2674,296,18,123960811.1,60124.47587,440065.0,Dura Bandhi Bil,18.0,304.0,2028.0,283819.0,ASSAM,Morigaon,Laharighat,Dura Bandhi Bil,283819.0,2229.0,18283819.0,Census Village,Dura Bandhi Bil
5178,Assam,Morigaon,18,304,42,Mairabari Pt.,2655,2674,296,18,123960811.1,60124.47587,442812.0,Madarguri,18.0,304.0,2028.0,283810.0,ASSAM,Morigaon,Laharighat,Madarguri,283810.0,438.0,18283810.0,Census Village,Madarguri
5182,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,300022.0,Ram Santipur,18.0,318.0,2108.0,301137.0,ASSAM,Hailakandi,Lala,Ramsantipur,301137.0,552.0,18301137.0,Census Village,Ramsantipur
5183,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,301063.0,Harish Nagar Iii,18.0,318.0,2108.0,301140.0,ASSAM,Hailakandi,Lala,Harishnagar Pt III,301140.0,1061.0,18301140.0,Census Village,Harishnagar Pt III
5184,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,301158.0,Harish Nagar Iii,18.0,318.0,2108.0,301140.0,ASSAM,Hailakandi,Lala,Harishnagar Pt III,301140.0,1061.0,18301140.0,Census Village,Harishnagar Pt III
5192,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,303167.0,Dholai Molai V,18.0,318.0,2108.0,301167.0,ASSAM,Hailakandi,Lala,Dholai Molai Pt V,301167.0,3499.0,18301167.0,Census Village,Dholai Molai Pt V
5194,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,303261.0,Dholai Molai V,18.0,318.0,2108.0,301167.0,ASSAM,Hailakandi,Lala,Dholai Molai Pt V,301167.0,3499.0,18301167.0,Census Village,Dholai Molai Pt V
5197,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,303446.0,Dholai Molai Ix,18.0,318.0,2108.0,301162.0,ASSAM,Hailakandi,Lala,Dholai Molai Pt IX,301162.0,2993.0,18301162.0,Census Village,Dholai Molai Pt IX
5198,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,303449.0,Dholai Molai Ix,18.0,318.0,2108.0,301162.0,ASSAM,Hailakandi,Lala,Dholai Molai Pt IX,301162.0,2993.0,18301162.0,Census Village,Dholai Molai Pt IX
5199,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,303758.0,Katlichera Grant,18.0,318.0,2108.0,301144.0,ASSAM,Hailakandi,Lala,Katlicherra Grant,301144.0,4166.0,18301144.0,Census Village,Katlicherra Grant
5200,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,303827.0,Katlichera Grant,18.0,318.0,2108.0,301144.0,ASSAM,Hailakandi,Lala,Katlicherra Grant,301144.0,4166.0,18301144.0,Census Village,Katlicherra Grant
5204,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,304206.0,Dholai Molai Vi,18.0,318.0,2108.0,301164.0,ASSAM,Hailakandi,Lala,Dholai Molai Pt VI,301164.0,2476.0,18301164.0,Census Village,Dholai Molai Pt VI
5205,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,304266.0,Dholai Molai Vi,18.0,318.0,2108.0,301164.0,ASSAM,Hailakandi,Lala,Dholai Molai Pt VI,301164.0,2476.0,18301164.0,Census Village,Dholai Molai Pt VI
5206,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,304271.0,Rangabak I,18.0,318.0,2108.0,301147.0,ASSAM,Hailakandi,Lala,Rangabak Pt I,301147.0,3215.0,18301147.0,Census Village,Rangabak Pt I
5209,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,304402.0,Rangabak I,18.0,318.0,2108.0,301147.0,ASSAM,Hailakandi,Lala,Rangabak Pt I,301147.0,3215.0,18301147.0,Census Village,Rangabak Pt I
5210,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,304553.0,Rupachara T.E.,18.0,318.0,2108.0,301160.0,ASSAM,Hailakandi,Lala,Rupacherra Tea Garden,301160.0,3598.0,18301160.0,Census Village,Rupacherra Tea Garden
5211,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,304591.0,Rupachara T.E.,18.0,318.0,2108.0,301160.0,ASSAM,Hailakandi,Lala,Rupacherra Tea Garden,301160.0,3598.0,18301160.0,Census Village,Rupacherra Tea Garden
5215,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305166.0,Sahabad I,18.0,318.0,2108.0,301159.0,ASSAM,Hailakandi,Lala,Sahabad Pt I,301159.0,1997.0,18301159.0,Census Village,Sahabad Pt I
5216,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305192.0,Sahabad I,18.0,318.0,2108.0,301159.0,ASSAM,Hailakandi,Lala,Sahabad Pt I,301159.0,1997.0,18301159.0,Census Village,Sahabad Pt I
5217,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305332.0,Dinanathpur Ii,18.0,318.0,2108.0,301131.0,ASSAM,Hailakandi,Lala,Dinanathpur Pt II,301131.0,762.0,18301131.0,Census Village,Dinanathpur Pt II
5221,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305499.0,Rongpur Ii,18.0,318.0,2108.0,301155.0,ASSAM,Hailakandi,Lala,Rongpur Pt II,301155.0,3913.0,18301155.0,Census Village,Rongpur Pt II
5222,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305563.0,Rongpur Ii,18.0,318.0,2108.0,301155.0,ASSAM,Hailakandi,Lala,Rongpur Pt II,301155.0,3913.0,18301155.0,Census Village,Rongpur Pt II
5224,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305688.0,Sahabad Ii,18.0,318.0,2108.0,301158.0,ASSAM,Hailakandi,Lala,Sahabad Pt II,301158.0,1870.0,18301158.0,Census Village,Sahabad Pt II
5225,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,305764.0,Sahabad Ii,18.0,318.0,2108.0,301158.0,ASSAM,Hailakandi,Lala,Sahabad Pt II,301158.0,1870.0,18301158.0,Census Village,Sahabad Pt II
5226,Assam,Hailakandi,18,318,171,Katlicherra,2588,2675,289,18,296233291.8,113361.8935,306031.0,Dinanathpur Ii,18.0,318.0,2108.0,301131.0,ASSAM,Hailakandi,Lala,Dinanathpur Pt II,301131.0,762.0,18301131.0,Census Village,Dinanathpur Pt II
5240,Assam,Nagaon,18,305,45,Batadrawa,2658,2676,297,18,144085458.8,73886.27129,438404.0,Laloong Gaon,18.0,305.0,2034.0,284620.0,ASSAM,Nagaon,Dhing,Lalung Gaon,284620.0,3274.0,18284620.0,Census Village,Lalung Gaon
5245,Assam,Nagaon,18,305,45,Batadrawa,2658,2676,297,18,144085458.8,73886.27129,439154.0,Batamari Gaon,18.0,305.0,2034.0,284604.0,ASSAM,Nagaon,Dhing,Batamari,284604.0,2897.0,18284604.0,Census Village,Batamari
5250,Assam,Nagaon,18,305,45,Batadrawa,2658,2676,297,18,144085458.8,73886.27129,440150.0,Batamari Gaon,18.0,305.0,2034.0,284604.0,ASSAM,Nagaon,Dhing,Batamari,284604.0,2897.0,18284604.0,Census Village,Batamari
5281,Assam,Hojai,18,757,60,Binnakandi,2659,2677,709,18,223438021.5,154580.8443,419890.0,Baliram Gaon,18.0,757.0,2039.0,285211.0,ASSAM,Nagaon,Doboka,Baliram Gaon,285211.0,2821.0,18285211.0,Census Village,Baliram Gaon
5283,Assam,Hojai,18,757,60,Binnakandi,2659,2677,709,18,223438021.5,154580.8443,420209.0,Niz-Dabaka,18.0,757.0,2039.0,285222.0,ASSAM,Nagaon,Doboka,Niz-Doboka,285222.0,2996.0,18285222.0,Census Village,Niz-Doboka
5284,Assam,Hojai,18,757,60,Binnakandi,2659,2677,709,18,223438021.5,154580.8443,420258.0,Niz-Dabaka,18.0,757.0,2039.0,285222.0,ASSAM,Nagaon,Doboka,Niz-Doboka,285222.0,2996.0,18285222.0,Census Village,Niz-Doboka
